 1:0 2:0 3:0 4:0 5:7 #996
 1:1 2:0 3:1 4:3 5:4 #1002
 1:0 2:0 3:0 4:1 5:2 #1008
 1:0 2:0 3:0 4:4 5:7 #1014
 1:0 2:0 3:0 4:0 5:4 #1020
 1:0 2:0 3:0 4:0 5:4 #1026
 1:0 2:0 3:0 4:0 5:3 #1032
 1:0 2:0 3:0 4:0 5:0 #1038
 1:0 2:0 3:0 4:0 5:5 #1044
 1:0 2:0 3:0 4:3 5:6 #1050
 1:0 2:0 3:0 4:0 5:0 #1056
 1:0 2:0 3:0 4:0 5:1 #1062
 1:0 2:0 3:1 4:0 5:1 #1068
 1:0 2:0 3:0 4:2 5:0 #1074
 1:0 2:0 3:0 4:0 5:4 #1080
 1:0 2:0 3:0 4:1 5:0 #1086
 1:0 2:0 3:0 4:2 5:0 #1092
 1:0 2:2 3:0 4:0 5:1 #1098
 1:0 2:0 3:0 4:0 5:0 #1104
 1:0 2:0 3:0 4:0 5:0 #1110
 1:0 2:0 3:0 4:0 5:0 #1116
 1:0 2:0 3:4 4:0 5:5 #1122
 1:0 2:0 3:0 4:8 5:6 #1128
 1:0 2:2 3:0 4:2 5:1 #1134
 1:0 2:0 3:0 4:2 5:5 #1140
 1:0 2:0 3:0 4:0 5:1 #1146
 1:0 2:0 3:0 4:0 5:1 #1152
 1:0 2:0 3:0 4:4 5:4 #1158
 1:0 2:0 3:0 4:4 5:3 #1164
 1:0 2:0 3:0 4:5 5:2 #1170
 1:0 2:0 3:0 4:8 5:0 #1176
 1:0 2:0 3:0 4:3 5:1 #1182
 1:0 2:0 3:0 4:2 5:2 #1188
 1:0 2:0 3:0 4:3 5:10 #1194
 1:0 2:0 3:0 4:0 5:8 #1200
 1:0 2:4 3:0 4:5 5:2 #1206
 1:0 2:0 3:0 4:0 5:0 #1212
 1:0 2:0 3:1 4:7 5:0 #1218
 1:0 2:1 3:0 4:1 5:0 #1224
 1:2 2:0 3:0 4:0 5:0 #1230
 1:0 2:0 3:1 4:2 5:0 #1236
 1:0 2:0 3:1 4:4 5:0 #1242
 1:0 2:0 3:0 4:2 5:0 #1248
 1:0 2:0 3:0 4:2 5:0 #1254
 1:0 2:0 3:3 4:2 5:0 #1260
 1:0 2:0 3:6 4:7 5:0 #1266
 1:0 2:0 3:0 4:1 5:0 #1272
 1:0 2:0 3:2 4:0 5:0 #1278
 1:0 2:2 3:1 4:8 5:0 #1284
 1:0 2:0 3:0 4:0 5:0 #1290
 1:0 2:1 3:0 4:0 5:0 #1296
 1:0 2:0 3:0 4:0 5:0 #1302
 1:0 2:0 3:0 4:0 5:0 #1308
 1:0 2:0 3:0 4:0 5:0 #1314
 1:0 2:0 3:0 4:0 5:0 #1320
 1:0 2:0 3:0 4:7 5:0 #1326
 1:0 2:0 3:0 4:0 5:0 #1332
 1:0 2:0 3:0 4:0 5:0 #1338
 1:0 2:0 3:0 4:0 5:0 #1344
 1:0 2:0 3:0 4:0 5:0 #1350
 1:0 2:0 3:0 4:0 5:0 #1356
 1:0 2:0 3:0 4:0 5:0 #1362
 1:0 2:0 3:0 4:0 5:0 #1368
 1:0 2:0 3:0 4:0 5:0 #1374
 1:0 2:0 3:0 4:0 5:0 #1380
 1:0 2:0 3:0 4:0 5:0 #1386
 1:0 2:0 3:0 4:0 5:0 #1392
 1:0 2:0 3:0 4:0 5:0 #1398
 1:0 2:0 3:0 4:0 5:0 #1404
 1:0 2:0 3:0 4:0 5:0 #1410
 1:0 2:0 3:0 4:0 5:0 #1416
 1:1 2:0 3:0 4:0 5:0 #1422
 1:0 2:0 3:0 4:1 5:0 #1428
 1:0 2:0 3:0 4:0 5:0 #1434
 1:0 2:0 3:0 4:0 5:0 #1440
 1:0 2:0 3:0 4:1 5:0 #1446
 1:0 2:1 3:0 4:1 5:0 #1452
 1:0 2:0 3:1 4:2 5:0 #1458
 1:0 2:3 3:0 4:1 5:0 #1464
 1:0 2:0 3:0 4:3 5:0 #1470
 1:0 2:1 3:1 4:0 5:0 #1476
 1:0 2:0 3:0 4:1 5:0 #1482
 1:0 2:0 3:0 4:0 5:0 #1488
 1:0 2:0 3:0 4:1 5:0 #1494
 1:0 2:0 3:0 4:1 5:0 #1500
 1:0 2:3 3:0 4:0 5:0 #1506
 1:0 2:0 3:1 4:0 5:0 #1512
 1:3 2:0 3:3 4:0 5:0 #1518
 1:0 2:8 3:2 4:4 5:0 #1524
 1:0 2:0 3:3 4:6 5:0 #1530
 1:1 2:0 3:0 4:3 5:0 #1536
 1:0 2:0 3:1 4:2 5:0 #1542
 1:1 2:0 3:1 4:0 5:0 #1548
 1:0 2:0 3:0 4:3 5:0 #1554
 1:0 2:1 3:1 4:1 5:0 #1560
 1:0 2:0 3:0 4:1 5:0 #1566
 1:0 2:0 3:0 4:1 5:0 #1572
 1:0 2:0 3:0 4:1 5:0 #1578
 1:0 2:0 3:0 4:2 5:0 #1584
 1:0 2:0 3:0 4:0 5:0 #1590
 1:0 2:0 3:0 4:0 5:0 #1596
 1:0 2:0 3:0 4:0 5:0 #1602
 1:0 2:0 3:0 4:0 5:0 #1608
 1:0 2:0 3:0 4:0 5:0 #1614
 1:0 2:0 3:0 4:0 5:0 #1620
 1:0 2:0 3:0 4:0 5:0 #1626
 1:0 2:0 3:1 4:0 5:0 #1632
 1:0 2:0 3:0 4:0 5:0 #1638
 1:0 2:0 3:0 4:0 5:0 #1644
 1:0 2:0 3:0 4:0 5:0 #1650
 1:0 2:0 3:0 4:0 5:0 #1656
 1:0 2:0 3:0 4:0 5:0 #1662
 1:0 2:0 3:0 4:0 5:0 #1668
 1:0 2:0 3:0 4:0 5:0 #1674
 1:0 2:0 3:0 4:0 5:0 #1680
 1:0 2:0 3:0 4:0 5:0 #1686
 1:0 2:0 3:0 4:0 5:0 #1692
 1:0 2:0 3:0 4:0 5:0 #1698
 1:0 2:0 3:0 4:0 5:0 #1704
 1:0 2:0 3:0 4:0 5:0 #1710
 1:0 2:0 3:0 4:0 5:0 #1716
 1:0 2:0 3:0 4:0 5:0 #1722
 1:0 2:0 3:0 4:0 5:0 #1728
 1:0 2:0 3:0 4:0 5:0 #1734
 1:0 2:0 3:0 4:0 5:0 #1740
 1:0 2:0 3:0 4:0 5:0 #1746
 1:0 2:0 3:0 4:0 5:0 #1752
 1:0 2:0 3:0 4:0 5:0 #1758
 1:0 2:0 3:0 4:0 5:0 #1764
 1:0 2:0 3:0 4:0 5:0 #1770
 1:0 2:0 3:0 4:0 5:0 #1776
 1:0 2:0 3:0 4:0 5:0 #1782
 1:0 2:0 3:0 4:0 5:0 #1788
 1:0 2:0 3:0 4:0 5:0 #1794
 1:0 2:0 3:0 4:0 5:0 #1800
 1:0 2:0 3:0 4:0 5:0 #1806
 1:0 2:0 3:0 4:0 5:0 #1812
 1:0 2:0 3:0 4:0 5:0 #1818
 1:0 2:0 3:0 4:0 5:0 #1824
 1:0 2:0 3:0 4:0 5:0 #1830
 1:0 2:0 3:0 4:0 5:0 #1836
 1:0 2:0 3:0 4:0 5:0 #1842
 1:0 2:0 3:0 4:0 5:0 #1848
 1:0 2:0 3:0 4:0 5:0 #1854
 1:0 2:0 3:0 4:0 5:0 #1860
 1:0 2:0 3:0 4:0 5:0 #1866
 1:0 2:0 3:0 4:0 5:0 #1872
 1:0 2:0 3:0 4:0 5:0 #1878
 1:0 2:0 3:0 4:0 5:0 #1884
 1:0 2:0 3:0 4:0 5:0 #1890
 1:0 2:0 3:0 4:0 5:0 #1896
 1:0 2:0 3:0 4:0 5:0 #1902
 1:0 2:0 3:0 4:0 5:0 #1908
 1:0 2:0 3:0 4:0 5:0 #1914
 1:0 2:0 3:0 4:0 5:0 #1920
 1:0 2:0 3:0 4:0 5:0 #1926
 1:0 2:0 3:0 4:0 5:0 #1932
 1:0 2:0 3:0 4:0 5:0 #1938
 1:0 2:0 3:0 4:0 5:0 #1944
 1:0 2:0 3:0 4:0 5:0 #1950
 1:0 2:0 3:0 4:0 5:0 #1956
 1:0 2:0 3:0 4:0 5:0 #1962
 1:0 2:0 3:0 4:0 5:0 #1968
 1:0 2:0 3:0 4:0 5:0 #1974
 1:0 2:0 3:0 4:0 5:0 #1980
 1:0 2:0 3:0 4:0 5:0 #1986
 1:0 2:0 3:0 4:0 5:0 #1992
 1:0 2:0 3:0 4:0 5:0 #1998
 1:0 2:0 3:0 4:0 5:0 #2004
 1:0 2:0 3:0 4:0 5:0 #2010
 1:0 2:0 3:0 4:0 5:0 #2016
 1:0 2:0 3:0 4:0 5:0 #2022
 1:0 2:0 3:0 4:0 5:0 #2028
 1:4 2:0 3:0 4:0 5:0 #2034
 1:1 2:0 3:0 4:0 5:0 #2040
 1:0 2:0 3:0 4:0 5:0 #2046
 1:0 2:0 3:0 4:0 5:0 #2052
 1:0 2:0 3:0 4:0 5:0 #2058
 1:0 2:1 3:0 4:0 5:0 #2064
 1:0 2:0 3:0 4:0 5:0 #2070
 1:0 2:0 3:0 4:0 5:0 #2076
 1:0 2:3 3:1 4:0 5:0 #2082
 1:5 2:0 3:3 4:0 5:0 #2088
 1:0 2:5 3:0 4:0 5:0 #2094
 1:12 2:19 3:16 4:0 5:0 #2100
 1:16 2:17 3:41 4:0 5:0 #2106
 1:1 2:4 3:15 4:3 5:0 #2112
 1:3 2:18 3:53 4:16 5:0 #2118
 1:7 2:24 3:49 4:13 5:0 #2124
 1:4 2:1 3:4 4:0 5:0 #2130
 1:0 2:0 3:0 4:0 5:0 #2136
 1:0 2:1 3:0 4:0 5:0 #2142
 1:0 2:0 3:0 4:0 5:0 #2148
 1:0 2:0 3:0 4:0 5:0 #2154
 1:0 2:1 3:0 4:0 5:0 #2160
 1:0 2:0 3:0 4:0 5:0 #2166
 1:0 2:0 3:0 4:0 5:0 #2172
 1:0 2:3 3:0 4:0 5:0 #2178
 1:2 2:0 3:0 4:0 5:0 #2184
 1:0 2:7 3:0 4:0 5:0 #2190
 1:0 2:2 3:14 4:0 5:0 #2196
 1:0 2:8 3:6 4:0 5:0 #2202
 1:4 2:0 3:15 4:2 5:0 #2208
 1:6 2:8 3:7 4:0 5:0 #2214
 1:1 2:12 3:12 4:0 5:0 #2220
 1:1 2:6 3:9 4:0 5:0 #2226
 1:2 2:17 3:20 4:1 5:0 #2232
 1:2 2:22 3:42 4:2 5:0 #2238
 1:2 2:37 3:42 4:0 5:0 #2244
 1:7 2:47 3:81 4:0 5:0 #2250
 1:3 2:10 3:37 4:5 5:0 #2256
 1:0 2:1 3:1 4:1 5:0 #2262
 1:3 2:5 3:3 4:4 5:0 #2268
 1:0 2:2 3:2 4:0 5:0 #2274
 1:2 2:11 3:12 4:0 5:0 #2280
 1:2 2:6 3:13 4:1 5:0 #2286
 1:1 2:3 3:0 4:0 5:0 #2292
 1:0 2:11 3:7 4:1 5:0 #2298
 1:0 2:12 3:10 4:1 5:0 #2304
 1:5 2:16 3:13 4:0 5:0 #2310
 1:1 2:1 3:11 4:3 5:0 #2316
 1:0 2:0 3:1 4:0 5:0 #2322
 1:0 2:2 3:3 4:1 5:0 #2328
 1:0 2:3 3:17 4:0 5:0 #2334
 1:0 2:0 3:0 4:0 5:0 #2340
 1:0 2:0 3:0 4:0 5:0 #2346
 1:2 2:0 3:1 4:0 5:0 #2352
 1:4 2:8 3:0 4:1 5:0 #2358
 1:3 2:22 3:2 4:0 5:0 #2364
 1:10 2:32 3:0 4:0 5:0 #2370
 1:2 2:6 3:0 4:0 5:0 #2376
 1:6 2:7 3:0 4:0 5:0 #2382
 1:5 2:1 3:0 4:0 5:0 #2388
 1:2 2:0 3:4 4:1 5:0 #2394
 1:1 2:0 3:1 4:2 5:0 #2400
 1:0 2:5 3:4 4:8 5:0 #2406
 1:0 2:1 3:2 4:9 5:0 #2412
 1:0 2:0 3:0 4:10 5:0 #2418
 1:0 2:1 3:6 4:9 5:0 #2424
 1:0 2:0 3:0 4:0 5:0 #2430
 1:0 2:0 3:1 4:0 5:0 #2436
 1:0 2:0 3:2 4:1 5:0 #2442
 1:1 2:2 3:5 4:0 5:0 #2448
 1:0 2:0 3:3 4:1 5:0 #2454
 1:0 2:0 3:0 4:1 5:0 #2460
 1:1 2:0 3:2 4:2 5:0 #2466
 1:35 2:22 3:0 4:0 5:0 #2472
 1:21 2:31 3:0 4:0 5:0 #2478
 1:2 2:14 3:2 4:0 5:0 #2484
 1:3 2:2 3:0 4:11 5:0 #2490
 1:0 2:1 3:3 4:7 5:0 #2496
 1:0 2:1 3:2 4:6 5:0 #2502
 1:1 2:2 3:0 4:5 5:0 #2508
 1:1 2:0 3:0 4:0 5:0 #2514
 1:0 2:4 3:1 4:18 5:0 #2520
 1:0 2:1 3:3 4:8 5:0 #2526
 1:0 2:5 3:3 4:11 5:0 #2532
 1:6 2:8 3:6 4:5 5:0 #2538
 1:3 2:3 3:1 4:0 5:0 #2544
 1:0 2:1 3:3 4:6 5:0 #2550
 1:22 2:0 3:7 4:8 5:0 #2556
 1:69 2:48 3:2 4:1 5:0 #2562
 1:85 2:129 3:0 4:0 5:0 #2568
 1:48 2:90 3:5 4:0 5:0 #2574
 1:1 2:8 3:1 4:0 5:0 #2580
 1:0 2:0 3:1 4:4 5:0 #2586
 1:0 2:1 3:15 4:8 5:0 #2592
 1:0 2:0 3:12 4:15 5:0 #2598
 1:0 2:0 3:7 4:5 5:0 #2604
 1:0 2:4 3:4 4:4 5:0 #2610
 1:0 2:0 3:1 4:1 5:0 #2616
 1:0 2:2 3:1 4:1 5:0 #2622
 1:1 2:0 3:2 4:4 5:0 #2628
 1:0 2:0 3:11 4:1 5:0 #2634
 1:0 2:1 3:3 4:15 5:0 #2640
 1:0 2:0 3:1 4:0 5:0 #2646
 1:5 2:0 3:3 4:7 5:0 #2652
 1:67 2:1 3:1 4:6 5:0 #2658
 1:66 2:130 3:0 4:0 5:0 #2664
 1:66 2:97 3:0 4:1 5:0 #2670
 1:54 2:72 3:0 4:0 5:0 #2676
 1:3 2:2 3:0 4:0 5:0 #2682
 1:48 2:85 3:0 4:0 5:0 #2688
 1:9 2:50 3:0 4:0 5:0 #2694
 1:39 2:61 3:0 4:0 5:0 #2700
 1:17 2:70 3:2 4:0 5:0 #2706
 1:1 2:0 3:0 4:0 5:0 #2712
 1:2 2:10 3:12 4:12 5:0 #2718
 1:0 2:5 3:9 4:22 5:0 #2724
 1:2 2:2 3:4 4:31 5:0 #2730
 1:67 2:11 3:0 4:8 5:0 #2736
 1:11 2:12 3:1 4:0 5:0 #2742
 1:52 2:109 3:5 4:0 5:0 #2748
 1:9 2:72 3:0 4:0 5:0 #2754
 1:4 2:13 3:7 4:10 5:0 #2760
 1:0 2:19 3:6 4:12 5:0 #2766
 1:2 2:12 3:12 4:16 5:0 #2772
 1:0 2:4 3:3 4:7 5:0 #2778
 1:0 2:0 3:1 4:6 5:0 #2784
 1:0 2:3 3:10 4:6 5:0 #2790
 1:0 2:9 3:18 4:18 5:0 #2796
 1:2 2:0 3:11 4:10 5:0 #2802
 1:2 2:0 3:8 4:4 5:0 #2808
 1:42 2:1 3:0 4:6 5:0 #2814
 1:98 2:96 3:0 4:1 5:0 #2820
 1:78 2:99 3:0 4:0 5:0 #2826
 1:13 2:78 3:11 4:0 5:0 #2832
 1:0 2:0 3:3 4:16 5:0 #2838
 1:4 2:1 3:7 4:9 5:0 #2844
 1:0 2:5 3:11 4:20 5:0 #2850
 1:2 2:8 3:16 4:17 5:0 #2856
 1:1 2:2 3:13 4:24 5:0 #2862
 1:0 2:2 3:1 4:4 5:0 #2868
 1:0 2:0 3:4 4:6 5:0 #2874
 1:0 2:12 3:15 4:13 5:0 #2880
 1:0 2:10 3:20 4:28 5:0 #2886
 1:0 2:25 3:17 4:25 5:0 #2892
 1:0 2:0 3:20 4:7 5:0 #2898
 1:20 2:0 3:19 4:28 5:0 #2904
 1:79 2:106 3:0 4:0 5:0 #2910
 1:80 2:152 3:1 4:0 5:0 #2916
 1:79 2:101 3:0 4:0 5:0 #2922
 1:26 2:102 3:0 4:0 5:0 #2928
 1:4 2:8 3:0 4:0 5:0 #2934
 1:4 2:20 3:1 4:0 5:0 #2940
 1:9 2:26 3:0 4:0 5:0 #2946
 1:11 2:5 3:1 4:0 5:0 #2952
 1:0 2:0 3:0 4:0 5:0 #2958
 1:0 2:0 3:0 4:0 5:0 #2964
 1:0 2:0 3:0 4:0 5:0 #2970
 1:0 2:1 3:2 4:1 5:0 #2976
 1:0 2:0 3:0 4:0 5:0 #2982
 1:0 2:0 3:6 4:0 5:0 #2988
 1:3 2:5 3:11 4:4 5:0 #2994
 1:0 2:0 3:0 4:0 5:0 #3000
 1:0 2:0 3:2 4:0 5:0 #3006
 1:0 2:0 3:0 4:0 5:0 #3012
 1:0 2:0 3:0 4:0 5:0 #3018
 1:0 2:0 3:0 4:0 5:0 #3024
 1:0 2:0 3:0 4:1 5:0 #3030
 1:1 2:0 3:0 4:0 5:0 #3036
 1:0 2:0 3:0 4:0 5:0 #3042
 1:3 2:6 3:0 4:0 5:0 #3048
 1:10 2:7 3:0 4:0 5:0 #3054
 1:7 2:7 3:0 4:0 5:0 #3060
 1:21 2:13 3:0 4:0 5:0 #3066
 1:19 2:29 3:0 4:0 5:0 #3072
 1:31 2:14 3:0 4:0 5:0 #3078
 1:19 2:29 3:0 4:0 5:0 #3084
 1:9 2:13 3:1 4:0 5:0 #3090
 1:9 2:0 3:0 4:0 5:0 #3096
 1:0 2:6 3:0 4:0 5:0 #3102
 1:0 2:0 3:0 4:0 5:0 #3108
 1:34 2:3 3:0 4:0 5:0 #3114
 1:9 2:37 3:0 4:0 5:0 #3120
 1:0 2:4 3:1 4:0 5:0 #3126
 1:0 2:0 3:1 4:0 5:0 #3132
 1:0 2:0 3:0 4:1 5:0 #3138
 1:0 2:4 3:2 4:11 5:0 #3144
 1:0 2:3 3:3 4:6 5:0 #3150
 1:0 2:0 3:0 4:0 5:0 #3156
 1:0 2:0 3:0 4:0 5:0 #3162
 1:0 2:0 3:0 4:0 5:0 #3168
 1:0 2:0 3:0 4:0 5:0 #3174
 1:0 2:1 3:0 4:0 5:0 #3180
 1:0 2:0 3:0 4:1 5:0 #3186
 1:12 2:0 3:0 4:0 5:0 #3192
 1:44 2:36 3:1 4:0 5:0 #3198
 1:54 2:107 3:1 4:0 5:0 #3204
 1:68 2:156 3:1 4:0 5:0 #3210
 1:5 2:44 3:1 4:0 5:0 #3216
 1:8 2:62 3:77 4:7 5:0 #3222
 1:0 2:50 3:97 4:0 5:0 #3228
 1:7 2:66 3:103 4:1 5:0 #3234
 1:32 2:66 3:85 4:5 5:0 #3240
 1:3 2:34 3:40 4:0 5:0 #3246
 1:12 2:17 3:54 4:1 5:0 #3252
 1:13 2:28 3:42 4:0 5:0 #3258
 1:6 2:40 3:58 4:1 5:0 #3264
 1:11 2:62 3:77 4:15 5:0 #3270
 1:4 2:51 3:119 4:11 5:0 #3276
 1:7 2:55 3:100 4:12 5:0 #3282
 1:18 2:74 3:107 4:0 5:0 #3288
 1:21 2:52 3:84 4:1 5:0 #3294
 1:21 2:30 3:103 4:6 5:0 #3300
 1:12 2:39 3:102 4:3 5:0 #3306
 1:10 2:30 3:100 4:12 5:0 #3312
 1:8 2:56 3:104 4:0 5:0 #3318
 1:2 2:23 3:53 4:6 5:0 #3324
 1:2 2:9 3:21 4:8 5:0 #3330
 1:4 2:12 3:13 4:0 5:0 #3336
 1:1 2:13 3:72 4:0 5:0 #3342
 1:0 2:13 3:53 4:1 5:0 #3348
 1:2 2:12 3:66 4:2 5:0 #3354
 1:4 2:8 3:27 4:3 5:0 #3360
 1:0 2:12 3:30 4:5 5:0 #3366
 1:5 2:20 3:70 4:8 5:0 #3372
 1:3 2:32 3:71 4:2 5:0 #3378
 1:8 2:35 3:55 4:8 5:0 #3384
 1:0 2:24 3:44 4:16 5:0 #3390
