 0:0 1:0 2:5;0
 0:1 1:0 2:12;10
 0:0 1:0 2:10;20
 0:0 1:0 2:2;30
;0;0;6;40
;0;0;5;50
;0;0;4;60
;1;0;2;70
;4;5;1;80
;3;5;1;90
;3;5;2;100
;3;5;1;110
;2;5;1;120
;0;0;1;130
;0;0;1;140
;0;0;0;150
;0;0;0;160
;0;0;0;170
;0;0;0;180
;0;0;0;190
;0;0;0;200
;0;0;0;210
;0;0;0;220
;0;0;0;230
;0;0;0;240
;0;0;0;250
;0;0;0;260
;0;0;0;270
;0;0;0;280
;0;0;0;290
;0;0;0;300
;0;0;0;310
;0;0;0;320
;0;0;0;330
;0;0;0;340
;0;0;0;350
;0;0;0;360
;0;0;0;370
;0;0;0;380
;0;0;0;390
;0;0;0;400
;0;0;0;410
;0;0;0;420
;0;0;0;430
;0;0;0;440
;0;0;0;450
;0;0;0;460
;0;0;0;470
;0;0;0;480
;0;0;0;490
;0;0;0;500
;0;0;0;510
;0;0;0;520
;0;0;0;530
;0;0;0;540
;0;0;0;550
;0;0;0;560
;1;0;0;570
;8;2;0;580
;19;9;0;590
;57;27;0;600
;88;60;0;610
;126;92;0;620
;146;120;0;630
;152;143;0;640
;124;140;0;650
;93;110;0;660
;58;84;0;670
;40;75;0;680
;31;53;0;690
;27;48;0;700
;31;56;0;710
;43;72;0;720
;59;83;0;730
;52;88;0;740
;46;78;0;750
;41;67;0;760
;25;44;2;770
;0;13;4;780
;0;0;6;790
;0;0;7;800
;0;0;7;810
;0;0;6;820
;0;0;6;830
;0;0;3;840
;0;0;5;850
;1;0;6;860
;1;0;9;870
;1;0;13;880
;1;0;15;890
;2;0;14;900
;1;0;15;910
;0;0;17;920
;1;1;14;930
;1;0;13;940
;0;0;14;950
;0;1;12;960
;0;1;9;970
;0;1;6;980
;0;1;6;990
;0;1;5;1000
;1;0;4;1010
;0;0;4;1020
;1;0;6;1030
;2;0;7;1040
;2;0;8;1050
;2;0;9;1060
;2;0;9;1070
;2;0;8;1080
;1;0;8;1090
;0;0;8;1100
;0;0;8;1110
;0;0;7;1120
;0;0;8;1130
;0;0;10;1140
;0;0;9;1150
;0;0;10;1160
;0;0;12;1170
;0;1;12;1180
;0;1;11;1190
;0;1;12;1200
;0;2;10;1210
;1;1;9;1220
;5;0;6;1230
;5;0;5;1240
;5;0;2;1250
;5;0;2;1260
;4;1;2;1270
;1;2;4;1280
;1;2;2;1290
;1;2;2;1300
;1;2;2;1310
;1;1;1;1320
;1;0;0;1330
;1;0;0;1340
;1;0;0;1350
;1;0;0;1360
;1;0;0;1370
;0;0;0;1380
;0;0;0;1390
;0;0;0;1400
;0;0;0;1410
;0;0;0;1420
;0;0;0;1430
;1;0;0;1440
;2;0;1;1450
;3;0;1;1460
;2;0;2;1470
;2;0;2;1480
;2;1;2;1490
;1;1;1;1500
;0;1;1;1510
;1;2;1;1520
;1;2;2;1530
;1;2;2;1540
;1;4;2;1550
;1;4;2;1560
;0;4;2;1570
;0;3;1;1580
;0;2;1;1590
;0;0;1;1600
;0;0;1;1610
;1;0;0;1620
;0;0;0;1630
;0;0;0;1640
;0;0;0;1650
;0;0;0;1660
;0;0;0;1670
;1;0;0;1680
;1;0;0;1690
;1;0;0;1700
;1;0;0;1710
;1;0;0;1720
;0;0;0;1730
;0;0;0;1740
;0;0;0;1750
;0;0;0;1760
;0;0;0;1770
;0;0;0;1780
;0;0;0;1790
;0;0;0;1800
;0;0;0;1810
;0;0;0;1820
;0;0;0;1830
;0;0;0;1840
;1;0;0;1850
;1;0;0;1860
;1;0;0;1870
;1;0;0;1880
;1;0;0;1890
;0;0;0;1900
;0;0;0;1910
;0;0;0;1920
;0;0;0;1930
;0;0;0;1940
;0;0;0;1950
;0;0;0;1960
;1;0;0;1970
;1;0;0;1980
;2;0;0;1990
;2;0;0;2000
;1;0;0;2010
;1;0;0;2020
;1;0;0;2030
;1;0;0;2040
;1;0;0;2050
;3;0;0;2060
;5;1;0;2070
;5;1;0;2080
;5;2;0;2090
;9;6;0;2100
;8;14;0;2110
;10;30;1;2120
;15;30;2;2130
;16;30;2;2140
;15;25;2;2150
;16;17;1;2160
;16;1;0;2170
;13;0;0;2180
;11;0;0;2190
;9;4;0;2200
;7;8;0;2210
;6;12;0;2220
;11;17;0;2230
;20;30;0;2240
;23;49;0;2250
;25;50;0;2260
;26;48;0;2270
;22;47;0;2280
;15;37;0;2290
;12;20;0;2300
;11;17;0;2310
;10;18;0;2320
;9;19;0;2330
;7;15;0;2340
;9;11;0;2350
;10;16;0;2360
;12;22;0;2370
;11;18;0;2380
;11;18;0;2390
;9;18;0;2400
;5;12;4;2410
;1;5;4;2420
;1;5;5;2430
;0;4;5;2440
;0;4;4;2450
;1;2;1;2460
;3;3;0;2470
;7;7;0;2480
;8;7;4;2490
;8;7;6;2500
;8;7;6;2510
;6;7;8;2520
;3;3;10;2530
;2;4;7;2540
;3;4;6;2550
;12;4;6;2560
;15;9;4;2570
;14;11;2;2580
;13;11;2;2590
;13;11;1;2600
;3;11;3;2610
;3;8;3;2620
;6;6;3;2630
;7;4;5;2640
;8;5;5;2650
;25;12;3;2660
;36;28;3;2670
;45;39;3;2680
;51;48;1;2690
;57;55;0;2700
;44;53;0;2710
;32;39;4;2720
;28;30;10;2730
;31;37;10;2740
;32;49;10;2750
;29;44;11;2760
;27;44;9;2770
;20;44;4;2780
;11;29;5;2790
;3;11;9;2800
;8;12;8;2810
;24;25;7;2820
;36;46;6;2830
;34;50;8;2840
;35;50;8;2850
;30;51;9;2860
;14;37;11;2870
;3;16;13;2880
;5;14;11;2890
;7;16;12;2900
;30;34;9;2910
;44;45;7;2920
;46;51;5;2930
;49;51;4;2940
;46;50;0;2950
;23;29;0;2960
;11;15;0;2970
;7;6;0;2980
;3;3;0;2990
;3;0;0;3000
;2;1;0;3010
;1;1;0;3020
;1;1;0;3030
;3;1;0;3040
;5;1;0;3050
;9;3;0;3060
;13;7;0;3070
;15;8;0;3080
;16;13;0;3090
;17;13;0;3100
;15;11;0;3110
;14;15;0;3120
;11;13;0;3130
;9;10;0;3140
;5;11;1;3150
;3;11;1;3160
;0;3;1;3170
;1;3;2;3180
;7;2;2;3190
;19;16;0;3200
;38;45;0;3210
;44;104;2;3220
;55;141;3;3230
;53;178;2;3240
;43;195;2;3250
;29;178;2;3260
;28;153;3;3270
;20;147;3;3280
;17;141;4;3290
;17;135;5;3300
;16;148;5;3310
;11;130;4;3320
;11;111;4;3330
;10;95;2;3340
;10;81;2;3350
;11;69;2;3360
;15;85;3;3370
;18;101;2;3380
;18;105;5;3390
;20;117;7;3400
;18;130;7;3410
;17;120;6;3420
;14;108;6;3430
;14;112;6;3440
;13;105;4;3450
;13;99;5;3460
;12;101;6;3470
;13;107;5;3480
;14;104;3;3490
;16;103;3;3500
;17;91;4;3510
;20;74;4;3520
;19;55;3;3530
;48;47;2;3540
;45;56;2;3550
;42;70;0;3560
;37;89;0;3570
;35;100;0;3580
;5;105;0;3590
;4;94;0;3600
;5;86;0;3610
;6;77;0;3620
;5;82;0;3630
;5;88;0;3640
;3;72;0;3650
;2;57;0;3660
;0;41;0;3670
;0;21;0;3680
;0;0;0;3690
;0;0;0;3700
;0;0;0;3710
;0;0;0;3720
;0;0;0;3730
;1;0;0;3740
;1;0;0;3750
;1;0;0;3760
;1;0;0;3770
;0;0;0;3780
;0;0;0;3790
;8;0;0;3800
;11;0;0;3810
;11;0;0;3820
;12;0;0;3830
;16;0;0;3840
;7;0;0;3850
;4;0;0;3860
;5;0;0;3870
;3;0;0;3880
;1;4;0;3890
;1;4;0;3900
;2;4;0;3910
;2;4;0;3920
;2;3;0;3930
;1;0;0;3940
;2;0;0;3950
;3;0;0;3960
;4;0;0;3970
;4;1;0;3980
;3;1;0;3990
;2;1;0;4000
;1;1;0;4010
;0;1;0;4020
;0;0;0;4030
;0;0;0;4040
;0;0;0;4050
;0;0;0;4060
;0;0;0;4070
;0;0;0;4080
;0;0;0;4090
;0;0;0;4100
;0;0;0;4110
;0;0;0;4120
;0;0;0;4130
;0;0;0;4140
;0;0;0;4150
;0;0;0;4160
;0;0;0;4170
;0;0;0;4180
;0;0;0;4190
;0;0;0;4200
;1;0;0;4210
;1;0;0;4220
;0;0;0;4230
;0;0;0;4240
;0;0;0;4250
;1;0;0;4260
;0;0;0;4270
;0;0;0;4280
;0;0;0;4290
;0;0;0;4300
;0;0;0;4310
;0;0;0;4320
;1;0;0;4330
