 1:0 2:0 3:0 #1296
 1:0 2:0 3:0 #1302
 1:0 2:0 3:0 #1308
 1:0 2:0 3:0 #1314
 1:0 2:0 3:0 #1320
 1:0 2:2 3:0 #1326
 1:0 2:0 3:0 #1332
 1:0 2:0 3:0 #1338
 1:0 2:0 3:0 #1344
 1:0 2:0 3:0 #1350
 1:0 2:0 3:0 #1356
 1:0 2:0 3:0 #1362
 1:0 2:0 3:0 #1368
 1:0 2:0 3:0 #1374
 1:0 2:0 3:0 #1380
 1:0 2:0 3:0 #1386
 1:0 2:0 3:0 #1392
 1:0 2:0 3:0 #1398
 1:0 2:0 3:0 #1404
 1:0 2:0 3:0 #1410
 1:0 2:0 3:0 #1416
 1:1 2:0 3:0 #1422
 1:0 2:1 3:0 #1428
 1:0 2:0 3:0 #1434
 1:0 2:0 3:0 #1440
 1:0 2:1 3:0 #1446
 1:1 2:1 3:0 #1452
 1:0 2:3 3:0 #1458
 1:3 2:2 3:0 #1464
 1:0 2:3 3:0 #1470
 1:1 2:1 3:0 #1476
 1:0 2:1 3:0 #1482
 1:0 2:0 3:0 #1488
 1:0 2:1 3:0 #1494
 1:0 2:1 3:0 #1500
 1:3 2:0 3:0 #1506
 1:0 2:0 3:0 #1512
 1:0 2:0 3:0 #1518
 1:0 2:4 3:0 #1524
 1:0 2:9 3:0 #1530
 1:0 2:2 3:2 #1536
 1:0 2:3 3:0 #1542
 1:0 2:1 3:0 #1548
 1:0 2:3 3:0 #1554
 1:0 2:1 3:2 #1560
 1:2 2:1 3:0 #1566
 1:0 2:0 3:0 #1572
 1:0 2:0 3:0 #1578
 1:0 2:1 3:0 #1584
 1:0 2:0 3:0 #1590
 1:0 2:0 3:0 #1596
 1:0 2:0 3:0 #1602
 1:0 2:0 3:0 #1608
 1:0 2:0 3:1 #1614
 1:0 2:0 3:0 #1620
 1:0 2:0 3:0 #1626
 1:0 2:1 3:0 #1632
 1:0 2:0 3:0 #1638
 1:0 2:0 3:1 #1644
 1:0 2:0 3:0 #1650
 1:0 2:0 3:0 #1656
 1:0 2:0 3:0 #1662
 1:0 2:0 3:0 #1668
 1:0 2:0 3:0 #1674
 1:0 2:0 3:0 #1680
 1:0 2:0 3:0 #1686
 1:0 2:0 3:0 #1692
 1:0 2:0 3:0 #1698
 1:0 2:0 3:0 #1704
 1:0 2:0 3:0 #1710
 1:0 2:0 3:0 #1716
 1:0 2:0 3:0 #1722
 1:0 2:0 3:0 #1728
 1:0 2:0 3:0 #1734
 1:0 2:0 3:0 #1740
 1:0 2:0 3:0 #1746
 1:0 2:0 3:0 #1752
 1:0 2:0 3:0 #1758
 1:0 2:0 3:0 #1764
 1:0 2:0 3:0 #1770
 1:0 2:0 3:0 #1776
 1:0 2:0 3:0 #1782
 1:0 2:0 3:0 #1788
 1:0 2:0 3:0 #1794
 1:0 2:0 3:0 #1800
 1:0 2:0 3:0 #1806
 1:0 2:0 3:1 #1812
 1:0 2:0 3:0 #1818
 1:0 2:0 3:0 #1824
 1:0 2:0 3:0 #1830
 1:0 2:0 3:0 #1836
 1:0 2:0 3:0 #1842
 1:0 2:0 3:0 #1848
 1:0 2:0 3:0 #1854
 1:0 2:0 3:0 #1860
 1:0 2:0 3:0 #1866
 1:0 2:0 3:0 #1872
 1:0 2:0 3:1 #1878
 1:0 2:0 3:0 #1884
 1:0 2:0 3:0 #1890
 1:0 2:0 3:0 #1896
 1:0 2:0 3:0 #1902
 1:0 2:0 3:0 #1908
 1:0 2:0 3:0 #1914
 1:0 2:0 3:0 #1920
 1:0 2:0 3:0 #1926
 1:0 2:0 3:0 #1932
 1:0 2:0 3:0 #1938
 1:0 2:0 3:0 #1944
 1:0 2:0 3:0 #1950
 1:0 2:0 3:0 #1956
 1:0 2:0 3:0 #1962
 1:0 2:0 3:0 #1968
 1:0 2:0 3:0 #1974
 1:0 2:0 3:0 #1980
 1:0 2:0 3:0 #1986
 1:0 2:0 3:0 #1992
 1:0 2:0 3:0 #1998
 1:0 2:0 3:0 #2004
 1:0 2:0 3:0 #2010
 1:0 2:0 3:0 #2016
 1:0 2:0 3:0 #2022
 1:0 2:0 3:0 #2028
 1:0 2:0 3:0 #2034
 1:0 2:0 3:0 #2040
 1:0 2:0 3:0 #2046
 1:0 2:0 3:0 #2052
 1:0 2:0 3:0 #2058
 1:1 2:0 3:0 #2064
 1:0 2:0 3:0 #2070
 1:0 2:0 3:0 #2076
 1:4 2:1 3:0 #2082
 1:4 2:3 3:0 #2088
 1:1 2:0 3:0 #2094
 1:1 2:20 3:0 #2100
 1:9 2:35 3:0 #2106
 1:3 2:17 3:0 #2112
 1:9 2:65 3:0 #2118
 1:26 2:62 3:0 #2124
 1:1 2:5 3:0 #2130
 1:0 2:2 3:0 #2136
 1:1 2:0 3:0 #2142
 1:0 2:0 3:0 #2148
 1:0 2:0 3:0 #2154
 1:1 2:2 3:0 #2160
 1:0 2:0 3:1 #2166
 1:0 2:0 3:0 #2172
 1:3 2:0 3:0 #2178
 1:0 2:1 3:0 #2184
 1:4 2:0 3:0 #2190
 1:2 2:15 3:0 #2196
 1:3 2:10 3:0 #2202
 1:3 2:6 3:0 #2208
 1:6 2:11 3:0 #2214
 1:4 2:13 3:0 #2220
 1:1 2:9 3:1 #2226
 1:5 2:22 3:0 #2232
 1:2 2:36 3:2 #2238
 1:14 2:47 3:0 #2244
 1:25 2:75 3:0 #2250
 1:0 2:31 3:0 #2256
 1:1 2:2 3:0 #2262
 1:8 2:7 3:0 #2268
 1:1 2:2 3:0 #2274
 1:8 2:8 3:0 #2280
 1:0 2:14 3:0 #2286
 1:3 2:1 3:0 #2292
 1:9 2:10 3:0 #2298
 1:3 2:12 3:0 #2304
 1:15 2:15 3:0 #2310
 1:9 2:8 3:0 #2316
 1:0 2:1 3:0 #2322
 1:8 2:4 3:0 #2328
 1:3 2:17 3:0 #2334
 1:0 2:0 3:0 #2340
 1:0 2:0 3:0 #2346
 1:1 2:1 3:0 #2352
 1:13 2:1 3:0 #2358
 1:22 2:4 3:0 #2364
 1:29 2:3 3:0 #2370
 1:9 2:0 3:0 #2376
 1:10 2:2 3:0 #2382
 1:6 2:0 3:2 #2388
 1:2 2:4 3:0 #2394
 1:0 2:2 3:0 #2400
 1:2 2:10 3:0 #2406
 1:0 2:11 3:0 #2412
 1:0 2:14 3:0 #2418
 1:0 2:15 3:0 #2424
 1:1 2:0 3:0 #2430
 1:0 2:1 3:0 #2436
 1:0 2:2 3:0 #2442
 1:1 2:0 3:0 #2448
 1:0 2:2 3:0 #2454
 1:0 2:1 3:0 #2460
 1:0 2:3 3:0 #2466
 1:23 2:3 3:0 #2472
 1:38 2:0 3:0 #2478
 1:14 2:0 3:0 #2484
 1:3 2:8 3:5 #2490
 1:1 2:11 3:0 #2496
 1:1 2:8 3:0 #2502
 1:0 2:6 3:0 #2508
 1:0 2:0 3:2 #2514
 1:0 2:17 3:0 #2520
 1:1 2:11 3:0 #2526
 1:0 2:12 3:0 #2532
 1:0 2:9 3:0 #2538
 1:0 2:1 3:0 #2544
 1:0 2:8 3:3 #2550
 1:0 2:8 3:0 #2556
 1:47 2:3 3:0 #2562
 1:103 2:6 3:0 #2568
 1:60 2:15 3:0 #2574
 1:9 2:4 3:0 #2580
 1:0 2:5 3:1 #2586
 1:1 2:12 3:0 #2592
 1:1 2:18 3:0 #2598
 1:0 2:10 3:0 #2604
 1:7 2:6 3:0 #2610
 1:0 2:5 3:0 #2616
 1:0 2:6 3:0 #2622
 1:0 2:3 3:0 #2628
 1:0 2:4 3:0 #2634
 1:0 2:12 3:0 #2640
 1:0 2:1 3:0 #2646
 1:0 2:8 3:0 #2652
 1:5 2:7 3:0 #2658
 1:162 2:0 3:0 #2664
 1:93 2:4 3:0 #2670
 1:80 2:0 3:1 #2676
 1:2 2:4 3:0 #2682
 1:80 2:1 3:0 #2688
 1:56 2:3 3:0 #2694
 1:49 2:1 3:0 #2700
 1:56 2:4 3:0 #2706
 1:1 2:1 3:0 #2712
 1:3 2:13 3:0 #2718
 1:0 2:33 3:0 #2724
 1:7 2:32 3:0 #2730
 1:1 2:8 3:0 #2736
 1:16 2:5 3:3 #2742
 1:111 2:13 3:0 #2748
 1:68 2:3 3:0 #2754
 1:0 2:15 3:0 #2760
 1:1 2:11 3:0 #2766
 1:13 2:12 3:1 #2772
 1:1 2:13 3:0 #2778
 1:0 2:9 3:0 #2784
 1:1 2:15 3:0 #2790
 1:5 2:26 3:0 #2796
 1:4 2:7 3:0 #2802
 1:1 2:10 3:0 #2808
 1:0 2:6 3:0 #2814
 1:83 2:2 3:0 #2820
 1:88 2:2 3:0 #2826
 1:66 2:9 3:0 #2832
 1:0 2:21 3:0 #2838
 1:4 2:14 3:0 #2844
 1:0 2:23 3:0 #2850
 1:0 2:27 3:0 #2856
 1:0 2:27 3:0 #2862
 1:2 2:10 3:0 #2868
 1:0 2:11 3:0 #2874
 1:2 2:20 3:0 #2880
 1:4 2:43 3:0 #2886
 1:16 2:23 3:0 #2892
 1:0 2:12 3:0 #2898
 1:1 2:40 3:0 #2904
 1:111 2:10 3:0 #2910
 1:160 2:4 3:0 #2916
 1:103 2:1 3:0 #2922
 1:95 2:20 3:0 #2928
 1:10 2:0 3:0 #2934
 1:18 2:2 3:0 #2940
 1:20 2:2 3:1 #2946
 1:15 2:0 3:0 #2952
 1:0 2:0 3:0 #2958
 1:0 2:0 3:0 #2964
 1:0 2:0 3:0 #2970
 1:2 2:4 3:0 #2976
 1:0 2:0 3:0 #2982
 1:0 2:6 3:0 #2988
 1:0 2:7 3:0 #2994
 1:1 2:0 3:0 #3000
 1:0 2:2 3:0 #3006
 1:0 2:0 3:0 #3012
 1:0 2:0 3:0 #3018
 1:0 2:0 3:0 #3024
 1:0 2:1 3:0 #3030
 1:0 2:0 3:0 #3036
 1:0 2:0 3:0 #3042
 1:7 2:0 3:0 #3048
 1:12 2:1 3:0 #3054
 1:7 2:0 3:0 #3060
 1:11 2:1 3:0 #3066
 1:32 2:0 3:0 #3072
 1:26 2:0 3:0 #3078
 1:34 2:0 3:0 #3084
 1:17 2:2 3:0 #3090
 1:6 2:0 3:0 #3096
 1:6 2:0 3:0 #3102
 1:0 2:0 3:0 #3108
 1:18 2:0 3:0 #3114
 1:38 2:1 3:0 #3120
 1:3 2:0 3:0 #3126
 1:0 2:1 3:0 #3132
 1:0 2:1 3:0 #3138
 1:0 2:13 3:0 #3144
 1:0 2:10 3:0 #3150
 1:0 2:0 3:0 #3156
 1:0 2:0 3:0 #3162
 1:1 2:0 3:0 #3168
 1:0 2:0 3:0 #3174
 1:0 2:0 3:1 #3180
 1:0 2:0 3:0 #3186
 1:0 2:0 3:0 #3192
 1:48 2:1 3:0 #3198
 1:106 2:4 3:0 #3204
 1:143 2:6 3:0 #3210
 1:39 2:1 3:0 #3216
 1:35 2:81 3:0 #3222
 1:25 2:102 3:0 #3228
 1:20 2:117 3:0 #3234
 1:19 2:93 3:0 #3240
 1:19 2:42 3:0 #3246
 1:12 2:55 3:0 #3252
 1:16 2:44 3:0 #3258
 1:7 2:60 3:0 #3264
 1:30 2:73 3:0 #3270
 1:41 2:112 3:0 #3276
 1:31 2:99 3:0 #3282
 1:39 2:101 3:0 #3288
 1:31 2:75 3:0 #3294
 1:9 2:90 3:0 #3300
 1:17 2:97 3:1 #3306
 1:32 2:111 3:0 #3312
 1:43 2:114 3:0 #3318
 1:27 2:48 3:0 #3324
 1:7 2:32 3:0 #3330
 1:4 2:12 3:0 #3336
 1:13 2:72 3:0 #3342
 1:8 2:56 3:0 #3348
 1:13 2:65 3:0 #3354
 1:12 2:32 3:0 #3360
 1:11 2:34 3:0 #3366
 1:23 2:69 3:0 #3372
 1:28 2:77 3:0 #3378
 1:39 2:61 3:0 #3384
 1:20 2:59 3:0 #3390
 1:36 2:106 3:0 #3396
 1:43 2:109 3:0 #3402
 1:36 2:89 3:0 #3408
 1:41 2:116 3:0 #3414
 1:14 2:61 3:0 #3420
 1:26 2:68 3:0 #3426
 1:31 2:57 3:0 #3432
 1:22 2:48 3:0 #3438
 1:39 2:86 3:0 #3444
 1:6 2:69 3:0 #3450
 1:40 2:74 3:0 #3456
 1:64 2:110 3:0 #3462
 1:16 2:118 3:0 #3468
 1:35 2:95 3:0 #3474
 1:16 2:80 3:0 #3480
 1:22 2:106 3:0 #3486
 1:15 2:100 3:0 #3492
 1:15 2:80 3:0 #3498
 1:27 2:94 3:0 #3504
 1:17 2:52 3:0 #3510
 1:18 2:58 3:0 #3516
 1:72 2:17 3:0 #3522
 1:39 2:0 3:5 #3528
 1:25 2:0 3:1 #3534
 1:117 2:2 3:0 #3540
 1:53 2:12 3:0 #3546
 1:10 2:64 3:0 #3552
 1:20 2:128 3:1 #3558
 1:39 2:128 3:0 #3564
 1:37 2:97 3:0 #3570
 1:23 2:79 3:0 #3576
 1:21 2:67 3:0 #3582
 1:27 2:59 3:0 #3588
 1:23 2:68 3:0 #3594
 1:32 2:62 3:0 #3600
 1:34 2:53 3:0 #3606
 1:23 2:56 3:0 #3612
 1:23 2:56 3:0 #3618
 1:24 2:75 3:0 #3624
 1:30 2:78 3:0 #3630
 1:27 2:83 3:0 #3636
 1:32 2:73 3:0 #3642
 1:3 2:55 3:0 #3648
 1:0 2:0 3:0 #3654
 1:0 2:0 3:0 #3660
 1:0 2:0 3:0 #3666
 1:0 2:0 3:0 #3672
 1:0 2:0 3:0 #3678
 1:0 2:0 3:3 #3684
 1:0 2:0 3:1 #3690
 1:0 2:0 3:0 #3696
 1:0 2:0 3:0 #3702
 1:0 2:0 3:2 #3708
 1:0 2:0 3:0 #3714
 1:0 2:0 3:0 #3720
 1:0 2:0 3:0 #3726
 1:0 2:0 3:0 #3732
 1:0 2:0 3:0 #3738
 1:0 2:0 3:0 #3744
 1:1 2:0 3:0 #3750
 1:0 2:0 3:0 #3756
 1:0 2:0 3:0 #3762
 1:0 2:0 3:0 #3768
 1:0 2:0 3:0 #3774
 1:0 2:0 3:0 #3780
 1:0 2:0 3:0 #3786
 1:0 2:0 3:0 #3792
 1:0 2:0 3:0 #3798
 1:0 2:0 3:0 #3804
 1:0 2:0 3:0 #3810
 1:0 2:0 3:0 #3816
 1:0 2:0 3:0 #3822
 1:0 2:0 3:0 #3828
 1:0 2:0 3:0 #3834
 1:0 2:0 3:1 #3840
 1:0 2:2 3:0 #3846
 1:0 2:0 3:0 #3852
 1:0 2:0 3:0 #3858
 1:0 2:0 3:0 #3864
 1:0 2:0 3:0 #3870
 1:0 2:4 3:0 #3876
 1:0 2:0 3:0 #3882
 1:0 2:0 3:0 #3888
 1:0 2:0 3:0 #3894
 1:0 2:0 3:3 #3900
 1:0 2:0 3:1 #3906
 1:0 2:0 3:1 #3912
 1:0 2:0 3:0 #3918
 1:0 2:0 3:0 #3924
 1:0 2:0 3:0 #3930
 1:0 2:0 3:0 #3936
 1:0 2:0 3:1 #3942
 1:0 2:0 3:3 #3948
 1:0 2:0 3:3 #3954
 1:0 2:0 3:11 #3960
 1:0 2:0 3:0 #3966
 1:0 2:0 3:0 #3972
 1:0 2:0 3:0 #3978
 1:0 2:0 3:1 #3984
 1:0 2:0 3:0 #3990
 1:0 2:0 3:0 #3996
 1:0 2:0 3:0 #4002
 1:0 2:0 3:0 #4008
 1:0 2:0 3:0 #4014
 1:0 2:0 3:1 #4020
 1:0 2:0 3:0 #4026
 1:0 2:0 3:0 #4032
 1:0 2:0 3:0 #4038
 1:0 2:0 3:0 #4044
 1:0 2:0 3:0 #4050
 1:0 2:0 3:0 #4056
 1:0 2:0 3:0 #4062
 1:0 2:0 3:0 #4068
 1:0 2:0 3:0 #4074
 1:0 2:0 3:0 #4080
 1:0 2:0 3:1 #4086
 1:0 2:0 3:0 #4092
 1:0 2:0 3:0 #4098
 1:0 2:0 3:0 #4104
 1:0 2:0 3:0 #4110
 1:0 2:0 3:0 #4116
 1:0 2:0 3:0 #4122
 1:0 2:0 3:0 #4128
 1:0 2:0 3:0 #4134
 1:0 2:0 3:0 #4140
 1:0 2:0 3:0 #4146
 1:0 2:0 3:0 #4152
 1:0 2:0 3:0 #4158
 1:0 2:0 3:0 #4164
 1:0 2:0 3:0 #4170
 1:0 2:0 3:0 #4176
 1:0 2:0 3:0 #4182
 1:0 2:0 3:0 #4188
 1:0 2:0 3:0 #4194
 1:0 2:0 3:0 #4200
 1:0 2:0 3:0 #4206
 1:0 2:0 3:0 #4212
 1:0 2:0 3:0 #4218
 1:0 2:0 3:0 #4224
 1:0 2:0 3:0 #4230
 1:0 2:0 3:0 #4236
 1:0 2:0 3:0 #4242
 1:0 2:0 3:0 #4248
 1:0 2:0 3:0 #4254
 1:0 2:0 3:0 #4260
 1:0 2:0 3:0 #4266
 1:0 2:0 3:0 #4272
 1:1 2:0 3:2 #4278
 1:0 2:0 3:0 #4284
 1:0 2:0 3:0 #4290
 1:0 2:0 3:0 #4296
 1:0 2:0 3:0 #4302
 1:0 2:0 3:0 #4308
 1:0 2:0 3:0 #4314
 1:0 2:5 3:0 #4320
 1:0 2:0 3:0 #4326
