;244.595;248.955;247.36;244.595;182.763;170.49;0
;245.048;248.819;247.934;245.048;179.815;167.552;6
;244.991;249.1;247.862;244.991;180.242;167.647;12
;244.917;249.267;247.815;244.917;181.42;166.618;18
;245.903;249.19;248.456;245.903;180.15;166.338;24
;250.979;250.111;250.762;250.979;178.936;159.851;30
;239.258;236.394;237.405;239.258;206.404;199.036;36
;233.404;231.366;232.274;233.404;222.834;219.755;42
;219.081;217.332;218.196;219.081;208.626;202.966;48
;222.93;221.484;223.679;222.93;212.224;206.834;54
;192.551;197.653;198.284;192.551;215.847;209.425;60
;164.528;176.518;177.296;164.528;218.586;214.76;66
;157.217;177.985;172.731;157.217;225.489;222.791;72
;164.007;188.388;183.358;164.007;227.666;226.233;78
;186.513;198.055;198.356;186.513;222.715;221.589;84
;212.873;207.849;210.254;212.873;233.063;231.498;90
;232.018;228.974;230.303;232.018;231.119;231.664;96
;235.207;233.473;234.576;235.207;231.128;230.534;102
;227.036;222.329;223.411;227.036;207.509;207.772;108
;217.834;208.033;208.284;217.834;174.184;176.622;114
;194.033;186.697;188.067;194.033;175.186;177.427;120
;237.401;231.116;230.407;237.401;174.045;179.456;126
;242.371;238.549;237.393;242.371;183.047;188.558;132
;232.304;226.835;226.104;232.304;189.696;192.804;138
;245.665;240.212;238.653;245.665;189.812;193.969;144
;227.455;220.262;219.942;227.455;208.587;211.804;150
;244.42;239.685;238.602;244.42;204.98;209.104;156
;247.363;243.497;242.301;247.363;211.065;214.627;162
;218.861;211.409;210.201;218.861;211.425;214.767;168
;241.915;235.537;233.984;241.915;210.23;213.947;174
;224.444;216.741;215.807;224.444;219.429;223.763;180
;245.621;240.712;239.505;245.621;224.472;230.162;186
;248.026;244.296;243.236;248.026;217.262;222.723;192
;216.156;206.845;206.218;216.156;209.97;217.854;198
;241.647;234.844;233.302;241.647;214.222;222.716;204
;231.458;223.848;222.901;231.458;206.32;218.671;210
;211.393;199.634;196.837;211.393;221.549;229.47;216
;245.511;238.818;236.566;245.511;209.398;218.691;222
;209.671;198.31;197.394;209.671;206.495;214.939;228
;247.681;240.658;237.755;247.681;210.33;214.112;234
;250.07;244.931;242.273;250.07;226.229;231.563;240
;233.674;225.256;223.238;233.674;223.227;231.874;246
;243.112;235.9;233.094;243.112;209.273;217.292;252
;215.283;203.851;201.704;215.283;220.057;216.643;258
;239.784;231.826;229.07;239.784;247.004;247.466;264
;231.377;222.959;220.884;231.377;242.414;243.687;270
;201.561;189.772;188.754;201.561;221.162;226.148;276
;233.99;224.566;222.085;233.99;193.935;203.81;282
;228.649;217.653;215.991;228.649;211.498;217.416;288
;246.001;239.164;236.724;246.001;215.204;221.273;294
;246.58;241.153;238.716;246.58;210.946;216.73;300
;208.798;197.732;196.676;208.798;187.597;197.748;306
;242.384;235.046;232.233;242.384;200.544;208.169;312
;247.742;242.103;239.563;247.742;213.836;218.534;318
;235.93;228.713;227.093;235.93;207.721;213.071;324
;243.372;236.898;234.52;243.372;193.845;201.624;330
;208.653;198.629;197.621;208.653;197.429;203.005;336
;246.526;241.302;238.781;246.526;199.776;207.433;342
;249.332;244.474;242.518;249.332;202.268;211.414;348
;221.742;213.736;212.654;221.742;200.538;207.077;354
;244.965;238.851;236.002;244.965;190.827;194.619;360
;212.553;203.629;203.15;212.553;201.659;203.282;366
;244.061;237.772;234.947;244.061;207.49;205.557;372
;241.471;233.105;231.451;241.471;199.687;197.788;378
;213.673;201.701;199.128;213.673;188.012;183.269;384
;210.165;194.942;190.438;210.165;171.716;171.526;390
;222.084;215.345;214.57;222.084;195.882;192.238;396
;237.64;237.767;238.896;237.64;222.54;212.729;402
;241.226;238.772;238.416;241.226;223.23;212.376;408
;208.654;204.776;207.765;208.654;213.19;204.643;414
;219.146;221.416;223.927;219.146;220.26;211.443;420
;200.178;213.642;218.624;200.178;221.898;211.976;426
;210.501;226.761;230.147;210.501;233.465;221.087;432
;232.304;245.887;247.435;232.304;230.182;219.607;438
;211.066;219.421;217.836;211.066;223.578;210.892;444
;222.762;242.247;240.341;222.762;221.617;203.788;450
;213.833;239.725;234.345;213.833;207.273;190.631;456
;208.033;229.492;222.81;208.033;193.969;179.722;462
;217.975;231.823;227.429;217.975;218.236;211.123;468
;203.713;204.353;202.065;203.713;213.212;205.775;474
;216.817;234.872;228.869;216.817;229.512;219.887;480
;207.183;225.932;217.185;207.183;222.27;212.317;486
;189.905;199.47;191.337;189.905;205.955;195.594;492
;184.618;181.866;174.862;184.618;172.158;161.465;498
;189.284;175.446;168.283;189.284;178.213;163.243;504
;202.064;190.455;179.788;202.064;190.316;171.44;510
;209.278;201.591;187.63;209.278;198.897;179.134;516
;211.843;206.343;190.667;211.843;208.321;185.041;522
;228.567;224.08;210.792;228.567;205.505;184.847;528
;224.971;215.213;205.372;224.971;226.551;205.868;534
;244.015;239.226;232.762;244.015;229.95;210.966;540
;245.534;240.869;234.947;245.534;233.35;216.943;546
;225.781;217.086;210.9;225.781;234.273;221.744;552
;241.645;241.808;236.33;241.645;230.091;224.871;558
;210.043;211.397;200.994;210.043;241.741;236.185;564
;225.44;228.938;219.973;225.44;242.393;236.384;570
;217.397;226.102;212.513;217.397;238.013;232.485;576
;211.7;219.584;203.94;211.7;228.536;221.762;582
;215.194;226.441;210.128;215.194;224.712;220.865;588
;213.597;222.767;207.946;213.597;227.447;223.131;594
;230.02;236.43;226.584;230.02;226.676;224.615;600
;233.304;237.32;228.574;233.304;227.097;226.133;606
;210.951;210.585;201.938;210.951;237.073;232.96;612
;234.317;233.098;226.48;234.317;217.196;207.524;618
;213.424;209.446;203.356;213.424;224.305;215.538;624
;234.709;233.491;229.011;234.709;227.855;228.354;630
;232.795;236.975;231.356;232.795;230.763;231.11;636
;206.971;209.481;202.884;206.971;228.766;228.348;642
;233.164;234.778;228.363;233.164;230.274;231.02;648
;203.97;202.794;197.687;203.97;168.959;172.337;654
;239.684;241.874;234.934;239.684;207.657;212.46;660
;231.405;239.863;231.055;231.405;236.928;239.833;666
;203.042;213.535;205.208;203.042;239.275;240.961;672
;220.184;231.47;224.371;220.184;225.077;229.408;678
;179.109;189.796;183.755;179.109;234.522;237.298;684
;203.732;227.306;218.759;203.732;235.541;239.774;690
;195.975;230.448;216.21;195.975;229.79;234.717;696
;181.094;214.186;196.579;181.094;220.199;224.925;702
;195.485;235.635;217.035;195.485;211.731;214.338;708
;194.461;211.408;205.109;194.461;224.669;224.134;714
;215.222;244.791;231.501;215.222;246.076;247.047;720
;213.001;239.534;226.115;213.001;250.051;251.275;726
;185.556;210.501;196.794;185.556;244.899;247.001;732
;194.01;220.53;207.253;194.01;233.731;237.742;738
;170.211;185.301;174.824;170.211;236.915;239.268;744
;201.715;218.396;207.623;201.715;211.717;216.655;750
;187.134;212.269;197.498;187.134;204.434;208.788;756
;171.828;194.076;180.586;171.828;206.14;210.296;762
;185.28;207.139;194.351;185.28;222.204;226.397;768
;170.724;190.774;178.533;170.724;230.4;233.819;774
;184.012;201.961;191.002;184.012;231.412;236.637;780
;175.337;196.046;182.236;175.337;218.901;222.248;786
;169.108;189.25;175.046;169.108;242.212;243.26;792
;187.075;202.405;192.353;187.075;221.051;224.523;798
;176.527;188.932;181.218;176.527;237.131;240.624;804
;187.417;201.617;193.849;187.417;230.419;235.235;810
;186.694;205.107;196.775;186.694;222.481;227.729;816
;180.696;194.41;187.676;180.696;226.911;229.467;822
;197.968;208.64;202.77;197.968;221.745;227.451;828
;172.991;184.94;178.22;172.991;234.577;237.868;834
;197.736;209.192;202.116;197.736;220.899;225.869;840
;188.828;206.735;195.797;188.828;230.629;233.628;846
;172.124;186.343;176.453;172.124;235.718;237.786;852
;182.908;199.441;188.467;182.908;220.175;221.959;858
;172.293;186.271;175.73;172.293;245.87;245.599;864
;198.068;209.215;200.933;198.068;237.316;237.494;870
;199.652;212.289;203.589;199.652;238.291;237.353;876
;191.293;197.544;192.23;191.293;231.441;231.96;882
;210.628;214.701;210.321;210.628;217.943;221.801;888
;167.052;179.124;172.551;167.052;230.979;235.136;894
;190.82;207.068;200.03;190.82;238.845;242.292;900
;187.314;206.272;195.776;187.314;251.958;253.233;906
;171.379;187.552;179.461;171.379;223.679;226.372;912
;189.113;204.876;195.709;189.113;216.463;218.18;918
;162.539;176.128;168.63;162.539;242.385;242.695;924
;190.549;205.388;199.059;190.549;231.239;233.451;930
;187.714;205.305;198.67;187.714;232.405;233.157;936
;188.974;205.035;200.774;188.974;237.035;238.913;942
;192.162;207.261;203.903;192.162;215.462;217.963;948
;173.066;186.511;184.026;173.066;238.709;239.958;954
;203.321;220.391;215.031;203.321;241.612;243.105;960
;195.539;212.086;206.55;195.539;244.996;247.047;966
;198.226;212.469;208.695;198.226;241.876;246.347;972
;203.684;216.535;213.687;203.684;231.993;237.528;978
;170.319;182.125;181.766;170.319;224.044;229.539;984
;205.357;220.309;218.046;205.357;223.865;229.418;990
;196.406;214.866;210.648;196.406;236.574;241.237;996
;197.656;213.475;208.978;197.656;234.873;239.755;1002
;205.48;216.632;212.936;205.48;210.034;214.176;1008
;180.115;189.941;187.357;180.115;229.138;230.063;1014
;207.68;214.116;212.291;207.68;200.569;205.556;1020
;184.528;201.201;195.672;184.528;204.753;208.567;1026
;196.202;214.465;208.25;196.202;224.561;230.047;1032
;191.112;211.669;205.402;191.112;203.319;208.593;1038
;169.171;186.681;182.042;169.171;216.445;219.869;1044
;196.3;208.994;204.643;196.3;218.841;225.223;1050
;179.574;195.686;189.899;179.574;231.528;236.554;1056
;197.47;211.632;205.677;197.47;203.737;209.678;1062
;194.457;211.143;203.602;194.457;216.873;222.118;1068
;173.731;184.698;178.272;173.731;213.23;217.643;1074
;210.463;221.755;214.84;210.463;219.89;225.383;1080
;183.125;196.365;187.846;183.125;244.097;246.033;1086
;197.429;210.254;203.899;197.429;209.405;215.973;1092
;198.8;211.705;205.323;198.8;228.287;232.551;1098
;168.956;176.011;172.312;168.956;230.822;235.076;1104
;203.638;210.38;206.902;203.638;213.703;220.056;1110
;183.852;193.724;189.16;183.852;207.189;212.849;1116
;199.344;211.159;205.561;199.344;227.208;232.935;1122
;192.495;206.811;199.917;192.495;240.895;244.251;1128
;173.29;186.598;180.177;173.29;242.438;244.659;1134
;194.256;206.918;200.935;194.256;226.429;230.819;1140
;172.324;186.577;179.788;172.324;227.962;229.725;1146
;196.394;217.842;207.697;196.394;233.202;234.992;1152
;193.005;218.32;207.365;193.005;252.195;252.768;1158
;179.825;199.495;191.497;179.825;238.085;240.069;1164
;197.509;218.145;210.011;197.509;235.155;236.576;1170
;161.807;173.96;171.733;161.807;235.968;235.738;1176
;187.381;206.936;202.062;187.381;213.204;213.576;1182
;176.856;200.301;195.26;176.856;216.312;217.528;1188
;182.65;204.563;199.272;182.65;222.539;226.003;1194
;176.902;202.828;197.255;176.902;210.747;215.429;1200
;162.25;172.957;170.182;162.25;221.646;225.461;1206
;186.215;217.949;208.103;186.215;209.905;212.293;1212
;219.559;231.541;229.024;219.559;236.282;238.545;1218
;249.845;249.159;250.587;249.845;232.232;234.633;1224
;252.479;253.127;253.615;252.479;213.182;211.2;1230
;231.041;228.976;229.746;231.041;202.289;204.256;1236
;254.2;253.507;253.981;254.2;214.886;216.884;1242
;228.756;226.13;226.99;228.756;235.551;236.12;1248
;252.856;250.592;250.717;252.856;220.554;220.126;1254
;253.523;252.352;252.306;253.523;215.188;212.143;1260
;229.428;226.416;226.406;229.428;195.147;192.649;1266
;246.78;238.785;238.033;246.78;203.612;202.782;1272
;228.159;224.421;225.389;228.159;223.751;220.636;1278
;251.788;252.281;252.557;251.788;209.313;206.705;1284
;251.713;252.399;252.824;251.713;199.466;193.374;1290
;235.323;233.145;234.065;235.323;204.612;196.541;1296
;252.694;251.273;252.023;252.694;205.755;200.972;1302
;236.562;234.162;235.687;236.562;208.733;202.825;1308
;252.343;252.339;252.999;252.343;201.47;196.674;1314
;248.764;251.672;252.17;248.764;191.219;187.513;1320
;235.092;237.366;238.268;235.092;186.631;183.951;1326
;249.322;253.676;253.984;249.322;189.463;188.562;1332
;228.185;230.938;232.531;228.185;192.869;187.875;1338
;250.181;252.448;253.326;250.181;199.246;197.646;1344
;248.955;251.756;252.858;248.955;182.876;180.347;1350
;224.811;222.191;223.702;224.811;185.539;184.766;1356
;251.478;254.124;254.45;251.478;187.072;187.575;1362
;209.872;209.847;212.254;209.872;177.862;178.977;1368
;249.577;253.335;253.533;249.577;215.705;211.796;1374
;227.159;236.199;239.91;227.159;218.449;219.922;1380
;223.665;227.125;235.021;223.665;215.057;213.127;1386
;250.152;252.054;253.646;250.152;228.779;227.92;1392
;214.366;213.097;216.277;214.366;232.512;234.028;1398
;251.603;250.237;252.497;251.603;235.334;231.771;1404
;251.589;250.363;252.718;251.589;233.408;231.63;1410
;247.16;246.932;249.303;247.16;227.207;224.276;1416
;249.541;249.056;252.181;249.541;220.75;220.28;1422
;240.184;241.408;244.365;240.184;215.542;217.16;1428
;246.23;248.076;250.212;246.23;217.108;218.97;1434
;248.697;254.632;254.734;248.697;209.935;211.5;1440
;241.828;251.813;252.8;241.828;227.84;228.279;1446
;245.784;254.031;254.361;245.784;240.166;242.814;1452
;220.773;233.025;235.977;220.773;245.086;249.818;1458
;234.695;249.451;251.818;234.695;242.419;246.366;1464
;225.307;243.362;246.266;225.307;230.395;235.023;1470
;210.926;225.81;229.444;210.926;234.189;239.002;1476
;225.752;232.53;235.879;225.752;223.314;227.665;1482
;212.694;228.583;230.973;212.694;229.313;232.948;1488
;225.086;234.698;238.261;225.086;232.931;236.028;1494
;223.378;236.007;237.415;223.378;231.754;234.18;1500
;214.196;225.17;226;214.196;225.453;228.412;1506
;232.018;239.742;240.733;232.018;228.112;229.831;1512
;221.727;232.393;231.891;221.727;230.688;232.121;1518
;228.427;239.673;239.451;228.427;228.579;229.541;1524
;225.293;237.777;235.99;225.293;236.869;236.401;1530
;206.868;218.639;215.973;206.868;225.263;225.511;1536
;229.536;237.377;236.923;229.536;221.086;221.788;1542
;206.431;214.99;211.172;206.431;228.83;229.37;1548
;215.779;232.268;227.897;215.779;221.439;221.746;1554
;206.136;232.238;227.577;206.136;209.676;205.478;1560
;193.466;198.638;189.904;193.466;200.03;198.375;1566
;188.167;194.939;184.332;188.167;144.393;133.14;1572
;210.965;206.587;201.77;210.965;166.977;148.162;1578
;208.181;209.852;206.201;208.181;146.088;141.092;1584
;232.165;235.186;231.968;232.165;128.678;131.343;1590
;234.918;233.301;231.37;234.918;131.501;141.968;1596
;243.31;237.991;235.196;243.31;148.281;163.538;1602
;236.328;228.124;225.6;236.328;163.235;182.671;1608
;249.27;241.29;238.665;249.27;178.091;203.963;1614
;249.711;242.965;240.103;249.711;178.934;204.127;1620
;250.235;246.162;245.32;250.235;173.012;200.883;1626
;246.328;238.799;237.393;246.328;174.481;194.847;1632
;250.25;246.546;245.506;250.25;167.601;197.707;1638
;249.038;242.934;241.658;249.038;186.193;216.377;1644
;247.557;244.055;243.41;247.557;193.088;228.876;1650
;242.411;242.028;242.575;242.411;192.271;228.608;1656
;238.392;237.066;237.72;238.392;169.681;203.412;1662
;240.56;240.161;240.793;240.56;178.448;214.253;1668
;244.083;243.715;244.102;244.083;164.734;201.364;1674
;245.786;248.798;249.284;245.786;166.279;205.73;1680
;241.936;245.974;246.976;241.936;169.515;206.72;1686
;243.786;247.17;247.915;243.786;179.101;210.5;1692
;234.418;240.789;241.929;234.418;166.66;199.829;1698
;239.336;243.46;243.283;239.336;174.899;204.427;1704
;241.352;250.799;251.318;241.352;169.778;193.192;1710
;237.68;244.455;245.033;237.68;156.361;183.385;1716
;234.594;241.214;241.414;234.594;162.063;187.969;1722
;238.622;243.63;244.071;238.622;165.737;190.025;1728
;241.106;242.301;242.581;241.106;175.514;204.199;1734
;240.691;241.626;240.737;240.691;179.221;205.272;1740
;229.108;229.98;228.937;229.108;157.05;186.268;1746
;237.917;234.662;231.907;237.917;152.479;183.308;1752
;238.421;235.222;233.14;238.421;174.243;206.995;1758
;243.396;241.061;238.729;243.396;191.98;224.368;1764
;242.274;240.782;238.536;242.274;180.622;216.303;1770
;219.853;215.117;213.749;219.853;182.039;215.951;1776
;240.033;236.837;234.8;240.033;182.23;212.754;1782
;228.568;225.728;225.188;228.568;178.663;210.488;1788
;242.712;240.517;238.714;242.712;201.269;230.477;1794
;239.904;239.231;237.278;239.904;198.019;231.304;1800
;214.841;209.929;207.982;214.841;191.576;219.674;1806
;238.23;234.34;231.504;238.23;193.251;214.86;1812
;229.691;227.217;226.112;229.691;205.681;231.243;1818
;236.743;236.186;234.869;236.743;205.713;230.189;1824
;237.857;238.377;237.038;237.857;188.573;219.008;1830
;216.997;212.636;210.905;216.997;202.511;223.678;1836
;233.636;232.505;230.377;233.636;199.894;215.385;1842
;222.742;221.477;219.957;222.742;199.859;220.659;1848
;237.906;237.066;235.279;237.906;192.253;213.607;1854
;234.056;233.058;229.861;234.056;202.75;217.321;1860
;208.071;204.285;202;208.071;192.324;210.623;1866
;233.751;228.778;225.153;233.751;163.629;184.639;1872
;237.374;233.467;230.411;237.374;188.038;206.371;1878
;243.591;241.758;238.236;243.591;185.216;206.861;1884
;237.734;233.524;229.176;237.734;176.229;200.207;1890
;216.942;208.268;204.878;216.942;173.218;199.818;1896
;239.802;232.03;226.607;239.802;193.619;219.44;1902
;241.097;236.8;233.775;241.097;168.84;199.662;1908
;241.353;235.938;232.041;241.353;199.152;223.729;1914
;238.943;233.798;229.888;238.943;193.765;217.48;1920
;210.538;201.844;200.072;210.538;191.112;216.011;1926
;238.85;233.521;230.218;238.85;186.749;211.611;1932
;239.107;234.961;232.625;239.107;184.053;208.194;1938
;240.294;236.534;233.111;240.294;217.044;234.256;1944
;237.052;233.815;230.815;237.052;198.381;217.693;1950
;210.188;203.873;202.219;210.188;184.903;210.018;1956
;238.097;232.182;227.918;238.097;186.515;208.678;1962
;239.793;236.533;234.28;239.793;183.134;212.828;1968
;239.794;235.941;232.784;239.794;187.368;216.126;1974
;241.865;237.607;234.073;241.865;174.166;202.221;1980
;214.412;205.016;203.076;214.412;198.401;219.45;1986
;242.754;240.397;238.118;242.754;194.839;216.946;1992
;244.318;243.815;242.841;244.318;171.572;198.729;1998
;239.708;237.437;235.611;239.708;188.898;216.457;2004
;238.399;235.695;232.998;238.399;171.121;196.798;2010
;208.502;199.686;198.585;208.502;159.628;179.508;2016
;242.558;239.952;237.814;242.558;182.99;207.123;2022
;243.523;244.496;243.49;243.523;184.123;207.643;2028
;238.23;241.199;241.057;238.23;179.151;207.223;2034
;237.626;239.633;239.302;237.626;158.809;182.242;2040
;206.767;203.741;204.369;206.767;185.527;204.036;2046
;222.842;233.372;230.612;222.842;222.104;223.136;2052
;210.69;225.824;220.839;210.69;232.213;235.247;2058
;205.739;220.098;215.432;205.739;235.245;234.988;2064
;206.21;226.507;222.624;206.21;223.836;224.223;2070
;181.106;194.526;192.978;181.106;237.327;238.972;2076
;211.823;222.067;220.663;211.823;207.63;207.657;2082
;214.469;215.293;215.563;214.469;183.06;183.13;2088
;242.459;242.588;243.068;242.459;232.955;235.92;2094
;239.074;241.13;242.02;239.074;236.926;237.829;2100
;224.595;220.66;222.298;224.595;237.201;236.49;2106
;232.946;228.066;228.425;232.946;215.927;214.402;2112
;232.958;228.072;228.582;232.958;225.48;224.121;2118
;232.661;227.305;228.295;232.661;224.233;223.489;2124
;219.797;212.441;210.539;219.797;212.74;210.348;2130
;212.217;206.348;207.674;212.217;202.709;202.991;2136
;233.443;229.829;230.401;233.443;169.058;166.471;2142
;218.991;210.335;209.876;218.991;157.902;153.414;2148
;237.489;232.28;231.938;237.489;187.62;184.154;2154
;237.226;231.205;229.401;237.226;202.762;200.573;2160
;205.574;194.068;191.597;205.574;184.194;181.212;2166
;231.732;222.715;220.216;231.732;191.9;190.213;2172
;210.8;192.976;186.804;210.8;197.811;194.162;2178
;214.819;195.672;186.137;214.819;215.767;213.656;2184
;210.573;184.091;171.5;210.573;206.139;202.975;2190
;200.698;177.359;166.615;200.698;183.115;175.386;2196
;217.437;195.233;181.722;217.437;159.409;149.124;2202
;227.783;207.12;198.572;227.783;162.036;149.263;2208
;250.167;237.765;228.644;250.167;179.25;157.87;2214
;253.457;245.841;240.685;253.457;187.529;161.604;2220
;231.28;220.649;216.156;231.28;191.714;173.432;2226
;253.658;248.146;243.91;253.658;182.106;161.836;2232
;243.257;234.578;232.022;243.257;182.243;172.461;2238
;253.971;250.365;248.023;253.971;175.083;164.683;2244
;253.679;249.109;248.174;253.679;172.035;159.462;2250
;224.987;215.712;215.362;224.987;172.16;165.892;2256
;247.677;244.344;242.961;247.677;181.543;173.663;2262
