1 1:32 2:37 3:63
-1 1:55 2:60 3:29
-1 1:35 2:60 3:42
-1 1:17 2:61 3:50
-1 1:43 2:56 3:30
-1 1:63 2:56 3:26
-1 1:18 2:57 3:43
-1 1:93 2:33 3:28
-1 1:33 2:73 3:10
-1 1:109 2:30 3:24
-1 1:28 2:63 3:40
-1 1:25 2:62 3:25
-1 1:31 2:64 3:10
-1 1:24 2:64 3:6
-1 1:39 2:40 3:20
-1 1:40 2:28 3:43
-1 1:41 2:58 3:30
-1 1:80 2:33 3:22
-1 1:57 2:29 3:19
-1 1:114 2:19 3:4
