-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:37
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:228
-1 6:124
-1 6:277
-1 6:595
-1 6:725
-1 6:6
-1 6:434
-1 6:708
-1 6:2929
-1 6:4309
+1 6:14017
-1 6:5282
+1 6:20110
+1 6:25323
+1 6:40775
+1 6:38881
+1 6:41747
+1 6:34942
+1 6:15426
+1 6:26396
+1 6:24777
+1 6:20278
+1 6:30019
+1 6:30773
+1 6:32934
+1 6:15639
-1 6:4556
-1 6:1268
-1 6:162
-1 6:54
-1 6:2
-1 6:22
-1 6:0
-1 6:2
-1 6:0
-1 6:2
-1 6:0
-1 6:2
-1 6:4
-1 6:1
-1 6:0
-1 6:4
-1 6:0
-1 6:0
-1 6:1
-1 6:5
-1 6:0
-1 6:0
-1 6:7
-1 6:114
-1 6:4257
+1 6:12846
+1 6:16855
+1 6:16432
+1 6:16637
+1 6:17010
+1 6:15601
+1 6:16224
+1 6:17758
+1 6:22410
+1 6:29732
+1 6:23272
+1 6:23922
+1 6:30203
+1 6:33043
+1 6:34437
+1 6:29310
+1 6:38905
+1 6:32081
+1 6:34909
+1 6:33092
+1 6:37871
+1 6:30233
+1 6:26673
+1 6:24807
+1 6:31597
+1 6:34473
+1 6:36963
+1 6:45261
+1 6:47381
+1 6:41232
+1 6:38386
+1 6:36932
+1 6:35880
+1 6:37073
+1 6:41079
+1 6:38177
+1 6:36750
+1 6:35412
+1 6:42627
+1 6:35258
+1 6:40581
+1 6:42601
+1 6:34007
+1 6:31584
+1 6:32537
+1 6:30599
+1 6:35805
+1 6:29459
+1 6:30732
+1 6:25855
+1 6:27956
+1 6:28398
+1 6:24101
+1 6:20437
+1 6:21357
+1 6:17318
+1 6:18010
+1 6:15063
+1 6:18005
+1 6:18641
+1 6:19932
+1 6:14607
+1 6:20045
+1 6:17242
+1 6:19690
+1 6:18079
+1 6:21790
+1 6:22027
+1 6:18524
+1 6:18726
+1 6:20899
+1 6:17357
+1 6:20554
+1 6:18481
+1 6:18330
+1 6:15381
+1 6:19054
+1 6:15063
+1 6:19926
+1 6:18519
+1 6:20149
+1 6:17690
+1 6:16656
+1 6:17522
+1 6:18752
+1 6:15931
+1 6:13565
+1 6:22987
+1 6:19865
+1 6:25572
+1 6:14856
+1 6:10670
-1 6:5261
-1 6:5096
-1 6:4561
-1 6:1174
-1 6:1030
-1 6:459
-1 6:145
-1 6:63
-1 6:1
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:3
-1 6:1430
-1 6:2432
-1 6:1767
-1 6:709
-1 6:933
-1 6:2607
-1 6:4306
+1 6:6432
-1 6:5196
-1 6:1581
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:1
-1 6:241
-1 6:763
-1 6:1350
-1 6:2240
-1 6:715
-1 6:911
-1 6:778
-1 6:914
-1 6:850
-1 6:417
-1 6:2324
-1 6:536
-1 6:426
-1 6:6
-1 6:0
-1 6:3
-1 6:0
-1 6:10
-1 6:6
-1 6:16
-1 6:71
-1 6:0
-1 6:113
-1 6:0
-1 6:2
-1 6:0
-1 6:25
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:26
-1 6:73
-1 6:202
-1 6:478
-1 6:559
-1 6:8
-1 6:66
-1 6:191
-1 6:132
-1 6:2
-1 6:8
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:12
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:44
-1 6:25
-1 6:154
-1 6:45
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:38
-1 6:0
-1 6:5
-1 6:14
-1 6:32
-1 6:10
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:1
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:4
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:18
-1 6:192
-1 6:493
-1 6:1022
-1 6:563
-1 6:90
-1 6:66
-1 6:0
-1 6:0
-1 6:1
-1 6:5
-1 6:0
-1 6:8
-1 6:32
-1 6:21
-1 6:359
-1 6:195
-1 6:1374
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:76
-1 6:161
-1 6:60
-1 6:30
-1 6:70
-1 6:368
-1 6:682
-1 6:65
-1 6:492
-1 6:823
-1 6:1432
-1 6:892
-1 6:1511
-1 6:1165
-1 6:3143
-1 6:4519
+1 6:10289
+1 6:13356
-1 6:3239
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:79
-1 6:6
-1 6:0
-1 6:0
-1 6:4
-1 6:17
-1 6:0
-1 6:0
-1 6:431
-1 6:20
-1 6:46
-1 6:0
-1 6:1
-1 6:0
-1 6:12
-1 6:10
-1 6:0
-1 6:0
-1 6:55
-1 6:9
-1 6:321
+1 6:7285
-1 6:369
-1 6:73
-1 6:28
-1 6:1357
-1 6:1950
-1 6:3389
-1 6:1631
-1 6:660
-1 6:197
-1 6:0
-1 6:0
-1 6:4
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:6
-1 6:60
-1 6:161
-1 6:82
-1 6:176
-1 6:52
-1 6:24
-1 6:13
-1 6:5
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:2
-1 6:6
-1 6:7
-1 6:2
-1 6:12
-1 6:1
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:65
-1 6:100
-1 6:85
-1 6:206
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:45
-1 6:924
-1 6:4836
+1 6:18482
+1 6:30862
+1 6:31266
-1 6:1433
-1 6:29
-1 6:0
-1 6:20
-1 6:16
-1 6:1
-1 6:3
-1 6:9
-1 6:7
-1 6:139
-1 6:115
-1 6:158
-1 6:23
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:52
-1 6:656
-1 6:125
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:2
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:1
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
