-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:634
-1 6:4658
+1 6:6259
-1 6:3465
-1 6:1344
-1 6:1342
-1 6:383
-1 6:5
-1 6:385
-1 6:1084
-1 6:1586
-1 6:2958
-1 6:5110
+1 6:6478
+1 6:13121
-1 6:4468
+1 6:10532
+1 6:8347
+1 6:10997
+1 6:12851
+1 6:7232
+1 6:14489
+1 6:9822
+1 6:19116
+1 6:12314
+1 6:11987
+1 6:12897
+1 6:8405
+1 6:19721
+1 6:6931
+1 6:14159
+1 6:10104
+1 6:23209
+1 6:13076
+1 6:9421
+1 6:13194
+1 6:9859
+1 6:19736
+1 6:8143
+1 6:17828
+1 6:8145
+1 6:6209
+1 6:10080
+1 6:10416
+1 6:16484
-1 6:3603
-1 6:5478
-1 6:5152
+1 6:7133
+1 6:7770
-1 6:5792
+1 6:8247
-1 6:4604
+1 6:7191
+1 6:6893
+1 6:10304
+1 6:10857
+1 6:11095
+1 6:11418
-1 6:4389
+1 6:8003
-1 6:5621
-1 6:1034
-1 6:4602
-1 6:5270
+1 6:8089
-1 6:4144
-1 6:4134
+1 6:8873
-1 6:2924
-1 6:5
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:9
-1 6:4
-1 6:3
-1 6:1
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:24
-1 6:0
-1 6:5
-1 6:12
-1 6:0
-1 6:0
-1 6:0
-1 6:0
-1 6:0
