0;0;0;0;5;0
0;0;0;0;7;6
0;0;0;0;13;12
1;0;0;0;10;18
1;0;0;0;8;24
0;0;0;0;2;30
2;0;0;0;0;36
0;0;0;0;3;42
0;0;0;0;0;48
0;0;0;0;0;54
0;0;0;0;6;60
1;0;0;0;0;66
32;2;2;0;0;72
15;18;19;0;0;78
0;0;3;0;2;84
0;0;0;0;0;90
0;0;0;0;0;96
0;0;0;0;0;102
1;0;0;0;1;108
0;0;0;0;0;114
0;0;0;0;0;120
0;0;0;0;0;126
0;0;0;0;0;132
0;0;0;0;0;138
0;0;0;0;0;144
0;0;0;0;0;150
0;0;0;0;0;156
0;0;0;0;0;162
0;0;0;0;0;168
0;0;0;0;0;174
1;0;0;0;0;180
0;0;0;0;0;186
0;0;0;0;0;192
0;0;0;0;0;198
0;0;0;0;0;204
0;0;0;0;0;210
1;0;0;0;0;216
7;0;0;0;0;222
0;0;0;0;0;228
0;0;0;0;0;234
0;0;0;0;0;240
0;0;0;0;0;246
0;0;0;0;0;252
1;0;0;0;0;258
0;0;0;0;0;264
0;0;0;0;0;270
0;0;0;0;0;276
0;0;0;0;0;282
1;0;0;0;0;288
0;0;0;0;0;294
0;0;0;0;0;300
0;0;0;0;0;306
0;0;0;0;0;312
0;0;0;0;0;318
0;0;0;0;0;324
0;0;0;0;0;330
0;0;0;0;0;336
0;0;0;0;0;342
0;0;0;0;0;348
3;0;0;0;0;354
0;0;0;0;0;360
0;0;0;0;0;366
2;0;0;0;0;372
3;0;0;0;0;378
2;0;0;0;0;384
0;0;0;0;0;390
0;0;0;0;0;396
0;0;0;0;0;402
0;0;0;0;0;408
0;0;0;0;0;414
0;0;0;0;0;420
0;0;0;0;0;426
0;0;0;0;0;432
0;0;0;0;0;438
0;0;0;0;0;444
1;0;0;0;0;450
0;0;0;0;0;456
0;0;0;0;0;462
0;0;0;0;0;468
0;0;0;0;0;474
0;0;0;0;0;480
0;0;0;0;0;486
0;0;0;0;1;492
0;0;0;0;0;498
0;0;0;0;1;504
0;0;0;0;0;510
0;0;0;0;0;516
0;0;0;0;0;522
0;0;0;0;0;528
0;0;0;0;0;534
0;0;0;0;0;540
0;0;0;0;0;546
0;0;0;0;0;552
0;0;0;0;0;558
0;0;0;0;0;564
8;0;0;0;1;570
14;20;13;0;0;576
54;9;12;1;0;582
53;19;13;0;0;588
12;3;4;0;0;594
189;61;29;2;0;600
278;135;71;0;1;606
255;93;95;0;0;612
218;117;85;0;0;618
29;28;26;0;0;624
135;68;83;2;0;630
169;91;60;0;0;636
107;77;96;0;0;642
106;68;68;1;1;648
12;9;19;0;0;654
5;9;5;0;0;660
53;20;18;0;0;666
43;18;37;1;0;672
68;64;46;0;0;678
11;17;25;0;1;684
38;16;19;0;0;690
54;53;35;0;3;696
50;47;39;3;0;702
33;34;30;1;0;708
13;5;5;0;0;714
78;65;49;3;0;720
62;69;49;0;0;726
182;123;115;0;0;732
16;73;125;0;7;738
2;0;0;0;0;744
0;0;0;0;0;750
1;0;0;0;3;756
2;0;0;1;7;762
0;0;1;0;15;768
0;0;0;0;0;774
0;0;0;0;11;780
1;0;0;0;13;786
0;0;0;0;7;792
0;0;0;0;7;798
1;0;0;0;1;804
0;0;0;0;1;810
0;0;0;0;10;816
0;0;0;0;4;822
4;0;0;3;10;828
0;0;0;0;0;834
0;0;0;2;3;840
0;0;0;4;3;846
2;0;0;3;15;852
0;0;2;5;19;858
0;0;0;0;0;864
1;0;0;0;18;870
0;0;0;1;26;876
0;0;0;4;24;882
0;0;7;7;11;888
1;0;0;0;7;894
3;0;0;2;6;900
0;0;0;3;21;906
0;0;0;0;6;912
0;5;3;6;19;918
0;0;0;2;12;924
2;0;0;1;16;930
0;0;0;0;19;936
0;0;2;0;7;942
1;0;0;2;14;948
3;1;0;3;15;954
0;1;1;3;5;960
1;0;0;0;17;966
0;0;0;0;18;972
0;0;0;0;13;978
0;0;0;0;8;984
2;0;0;0;2;990
0;0;0;0;11;996
2;0;0;8;15;1002
1;0;0;0;11;1008
0;0;0;0;11;1014
0;0;0;0;9;1020
1;0;0;0;4;1026
