? 1:98.8571 2:13463000 3:122423 #585
? 1:98.2518 2:133097000 3:34559.3 #586
? 1:98.049 2:13176000 3:121233 #587
? 1:98.1248 2:132858000 3:60894.3 #588
? 1:98.5728 2:132488000 3:81915.1 #589
? 1:101.792 2:24969.4 3:124308000 #590
? 1:105.568 2:133645000 3:123552000 #591
? 1:104.954 2:133369000 3:122887000 #592
? 1:107.025 2:135595000 3:124056000 #593
? 1:111.724 2:13828.4 3:124645000 #594
? 1:114.763 2:4748.07 3:14205.1 #595
? 1:118.32 2:2913.04 3:15545.3 #596
? 1:119.19 2:3258.77 3:9466.38 #597
? 1:128.524 2:4298.35 3:9022.11 #598
? 1:125.688 2:2102.78 3:8716.03 #599
? 1:139.291 2:2686.8 3:7048.93 #600
? 1:126.267 2:2108.74 3:6337.96 #601
? 1:120.323 2:2398.5 3:3229.98 #602
? 1:130.947 2:136720 3:2552.07 #603
? 1:118.548 2:135458000 3:1507.13 #604
? 1:120.284 2:14955.5 3:2371.13 #605
? 1:117.944 2:329871 3:5557.06 #606
? 1:115.243 2:435603 3:90441.9 #607
? 1:116.694 2:34806.2 3:133284000 #608
? 1:116.053 2:28143.3 3:134544000 #609
? 1:117.747 2:30025.1 3:57406.5 #610
? 1:117.806 2:18913.2 3:20685.2 #611
? 1:114.85 2:17775.2 3:134359000 #612
? 1:114.932 2:13267.3 3:130041000 #613
? 1:116.449 2:9659.36 3:129898000 #614
? 1:117.158 2:69005.2 3:7860.49 #615
? 1:115.749 2:9811.95 3:131662000 #616
? 1:112.686 2:122358000 3:132653000 #617
? 1:117.669 2:33234 3:131855000 #618
? 1:113.264 2:50857.7 3:131477000 #619
? 1:114.403 2:16392.4 3:132883000 #620
? 1:112.527 2:23566.3 3:133951000 #621
? 1:110.517 2:32108 3:128163000 #622
? 1:113.298 2:124914000 3:18005.7 #623
? 1:112.634 2:124508000 3:126866000 #624
? 1:114.227 2:67184.8 3:130187000 #625
? 1:113.264 2:43902.6 3:43773.4 #626
? 1:111.334 2:198566 3:40180 #627
? 1:111.842 2:127512000 3:129566000 #628
? 1:109.384 2:55683.8 3:128114000 #629
? 1:111.048 2:63919 3:129399000 #630
? 1:111.441 2:15411.8 3:130806000 #631
? 1:111.603 2:10237.4 3:127338000 #632
? 1:112.421 2:705046 3:125743000 #633
? 1:113.645 2:4971.77 3:125694000 #634
? 1:114.739 2:4268.09 3:128045000 #635
? 1:114.06 2:12978 3:12953000 #636
? 1:112.344 2:130741000 3:107507 #637
? 1:113.049 2:131469000 3:100364 #638
? 1:112.329 2:133219000 3:129789000 #639
? 1:110.258 2:136547000 3:131044000 #640
? 1:109.117 2:136241000 3:13203000 #641
? 1:107.462 2:133356000 3:130819000 #642
? 1:111.097 2:132071000 3:131037000 #643
? 1:108.982 2:127726000 3:130402000 #644
? 1:109.392 2:58364.2 3:131129000 #645
? 1:108.356 2:172172 3:131824000 #646
? 1:105.97 2:115671000 3:136034000 #647
? 1:105.879 2:117171000 3:124274000 #648
? 1:104.386 2:111391000 3:377234 #649
? 1:105.473 2:12686.9 3:308.316 #650
? 1:105.294 2:4900.98 3:655.922 #651
? 1:103.099 2:83376.2 3:16051.7 #652
? 1:105.476 2:92288.8 3:83854.4 #653
? 1:105.376 2:306822 3:7507.77 #654
? 1:106.515 2:21625.2 3:434.886 #655
? 1:107.361 2:7694.98 3:89.9203 #656
? 1:108.756 2:6728.72 3:100.283 #657
? 1:112.359 2:132492000 3:431.948 #658
? 1:114.854 2:10559.1 3:66717.8 #659
? 1:107.199 2:5404.73 3:128124000 #660
? 1:105.933 2:33538.6 3:639413 #661
? 1:104.428 2:25506.4 3:397135 #662
? 1:106.38 2:13416000 3:149157 #663
? 1:106.341 2:6560.04 3:123616 #664
? 1:107.361 2:1413.79 3:57988.3 #665
? 1:106.665 2:1656.07 3:389142 #666
? 1:104.592 2:178195 3:166238 #667
? 1:105.266 2:133987000 3:164159 #668
? 1:103.777 2:13357000 3:116033000 #669
? 1:104.453 2:135591000 3:134701000 #670
? 1:103.542 2:134801000 3:137292000 #671
? 1:100.766 2:130903000 3:132911000 #672
? 1:101.758 2:101369 3:132233000 #673
? 1:100.485 2:133026000 3:130219000 #674
? 1:101.541 2:3784.39 3:133398000 #675
? 1:100.622 2:769.349 3:41179.6 #676
? 1:97.9795 2:1402.28 3:16809.9 #677
? 1:97.8337 2:11726 3:11281.6 #678
? 1:96.4629 2:10518.6 3:19617 #679
? 1:97.3009 2:1009.99 3:15179.5 #680
? 1:98.4818 2:1098.15 3:23692.4 #681
? 1:98.7125 2:1074.4 3:134641000 #682
? 1:99.13 2:1057.01 3:666235 #683
? 1:98.158 2:1444.97 3:108011 #684
? 1:98.8871 2:419.596 3:323245 #685
? 1:97.6818 2:212.588 3:628772 #686
? 1:94.9838 2:238.341 3:119828000 #687
? 1:95.403 2:449.524 3:625312 #688
? 1:93.3356 2:382.042 3:421905 #689
? 1:94.952 2:172.458 3:83023.1 #690
? 1:96.1039 2:121.031 3:28151.3 #691
? 1:94.5673 2:111.815 3:32017.8 #692
? 1:95.9077 2:108.779 3:20631.1 #693
? 1:94.8758 2:102.746 3:6955.58 #694
? 1:94.4012 2:101.685 3:4919.56 #695
? 1:93.7332 2:102.289 3:3630.61 #696
? 1:91.3147 2:104.09 3:2585.64 #697
? 1:92.9434 2:107.694 3:3291.35 #698
? 1:91.8664 2:106.163 3:2103.66 #699
? 1:91.4275 2:103.829 3:2509.11 #700
? 1:91.4588 2:103.06 3:2861.65 #701
? 1:90.6921 2:101.222 3:2236.53 #702
? 1:92.0877 2:103.486 3:2438.15 #703
? 1:93.4714 2:104.839 3:1925.51 #704
? 1:95.8693 2:103.912 3:1549.72 #705
? 1:98.7358 2:103.194 3:1218.77 #706
? 1:99.3588 2:103.533 3:1121.08 #707
? 1:99.8088 2:105.56 3:1150.78 #708
? 1:100.12 2:105.199 3:3251.97 #709
? 1:104.218 2:105.88 3:3859.7 #710
? 1:107.467 2:106.151 3:15730.2 #711
? 1:106.287 2:104.724 3:106214000 #712
? 1:108.404 2:106.129 3:7641.23 #713
? 1:109.445 2:106.768 3:133989000 #714
? 1:109.532 2:106.935 3:143384000 #715
? 1:109.595 2:106.963 3:143329000 #716
? 1:107.486 2:107.197 3:25965 #717
? 1:107.307 2:111.725 3:132966 #718
? 1:105.274 2:113.414 3:24199 #719
? 1:106.441 2:121.171 3:29069.2 #720
? 1:109.471 2:123.356 3:7163.96 #721
? 1:105.489 2:125.95 3:2502.06 #722
? 1:105.342 2:147.956 3:13979.5 #723
? 1:104.587 2:158.88 3:154306 #724
? 1:104.813 2:171.881 3:14035000 #725
? 1:104.573 2:170.876 3:160714 #726
? 1:102.839 2:265.488 3:73486.6 #727
? 1:101.09 2:2324.16 3:79406 #728
? 1:98.2849 2:2937.12 3:35062.3 #729
? 1:98.275 2:145998000 3:39010.2 #730
? 1:98.721 2:147226000 3:24688.8 #731
? 1:95.3972 2:701.286 3:48933.5 #732
? 1:95.4911 2:485.815 3:49245.5 #733
? 1:94.9644 2:1688.47 3:56376.9 #734
? 1:94.1734 2:489.907 3:56465.4 #735
? 1:92.5518 2:356.25 3:17176.3 #736
? 1:91.2038 2:1214.68 3:138188000 #737
? 1:89.4427 2:14935.2 3:203404 #738
? 1:86.0285 2:756437 3:136512000 #739
? 1:86.8671 2:18156.3 3:136158000 #740
? 1:85.6856 2:18132.7 3:133848000 #741
? 1:84.8858 2:4398.86 3:128676000 #742
? 1:85.3327 2:17970.8 3:433340 #743
? 1:84.5915 2:11802.6 3:12657000 #744
? 1:84.0111 2:1261.93 3:129116000 #745
? 1:82.2308 2:517.12 3:123603000 #746
? 1:80.4816 2:1262.11 3:123599000 #747
? 1:82.052 2:15969.5 3:124915000 #748
? 1:80.9503 2:158334 3:123034000 #749
? 1:82.3861 2:135245000 3:12371000 #750
? 1:82.4579 2:15643.7 3:123928000 #751
? 1:81.3554 2:3598.38 3:121185000 #752
? 1:82.3096 2:5221.24 3:12389000 #753
? 1:81.691 2:5427.56 3:122906000 #754
? 1:82.5249 2:1119.91 3:125033000 #755
? 1:82.4258 2:401.788 3:128255000 #756
? 1:80.3951 2:578.439 3:118371000 #757
? 1:80.9431 2:1785.6 3:127303000 #758
? 1:79.7409 2:976.21 3:48339.9 #759
? 1:80.353 2:1818.1 3:37381.5 #760
? 1:80.9958 2:2272.25 3:21591 #761
? 1:79.4735 2:1972.97 3:71859.3 #762
? 1:80.8721 2:7056.52 3:12459.1 #763
? 1:79.7154 2:4039.3 3:89590.3 #764
? 1:79.9589 2:598.76 3:7205.56 #765
? 1:78.6312 2:301.801 3:28769.9 #766
? 1:77.8025 2:559.506 3:23951.2 #767
? 1:77.2109 2:1873.43 3:48037.5 #768
? 1:76.0656 2:1419.38 3:324952 #769
? 1:78.0329 2:1117.27 3:9547.16 #770
? 1:77.6573 2:1375.2 3:4101.59 #771
? 1:75.4863 2:1209.61 3:12927.9 #772
? 1:77.4274 2:1978.02 3:3804.68 #773
? 1:77.7791 2:4015.55 3:5698.04 #774
? 1:78.1492 2:1030.47 3:3030.56 #775
? 1:76.943 2:521.305 3:4987.55 #776
? 1:75.4654 2:527.404 3:34719.9 #777
? 1:76.6528 2:726.916 3:33823.2 #778
? 1:74.4973 2:819.686 3:117851000 #779
? 1:75.4272 2:1754.82 3:1313000 #780
? 1:75.7296 2:110432 3:123425000 #781
? 1:75.2425 2:130034000 3:235251 #782
? 1:76.7278 2:141343000 3:321489 #783
? 1:75.4549 2:14594.4 3:118069000 #784
? 1:76.1786 2:698.313 3:129469000 #785
? 1:75.2176 2:293.82 3:123016000 #786
? 1:74.3424 2:461.232 3:1181000 #787
? 1:75.6952 2:1058.39 3:452524 #788
? 1:74.2178 2:973.533 3:122949000 #789
? 1:76.4427 2:8027.97 3:134514000 #790
? 1:77.3634 2:48901.4 3:133048000 #791
? 1:75.8695 2:47859.4 3:129333000 #792
? 1:78.141 2:34066.5 3:133971000 #793
? 1:77.4982 2:49756.5 3:659595 #794
? 1:77.6959 2:4654.64 3:52828.1 #795
? 1:76.915 2:1234.03 3:78756 #796
? 1:74.4205 2:3350.19 3:49634.3 #797
? 1:75.0372 2:27657.8 3:22754.3 #798
? 1:73.6312 2:6874.02 3:26767.8 #799
? 1:73.6792 2:1661.51 3:6252.47 #800
? 1:76.7667 2:1293.06 3:13276.7 #801
? 1:76.1442 2:1372.39 3:35708.8 #802
? 1:75.5767 2:2523.46 3:5113.54 #803
? 1:78.487 2:3127.37 3:64348.1 #804
? 1:79.6195 2:3853.59 3:12660.8 #805
? 1:79.4277 2:2435.56 3:49716.8 #806
? 1:79.1274 2:4415.15 3:81883.2 #807
? 1:78.7003 2:84638 3:85671.5 #808
? 1:78.9083 2:3061.62 3:100073000 #809
? 1:82.9552 2:1207.07 3:546551 #810
? 1:80.6415 2:2124.37 3:103012000 #811
? 1:80.889 2:1908.98 3:233623 #812
? 1:82.8245 2:6121.81 3:148241 #813
? 1:81.2527 2:2857.22 3:936396 #814
? 1:82.072 2:1641.38 3:75952.2 #815
? 1:82.0307 2:1337.63 3:347849 #816
? 1:86.0555 2:114212000 3:44380.2 #817
? 1:83.6511 2:121715000 3:271952 #818
? 1:82.6681 2:131597 3:173167 #819
? 1:86.6941 2:12436000 3:59111.2 #820
? 1:87.0794 2:117833000 3:105263 #821
? 1:87.5747 2:359970 3:18708.1 #822
? 1:87.823 2:77741.3 3:20880.2 #823
? 1:85.1004 2:129213 3:134095 #824
? 1:89.1018 2:16882.7 3:20620 #825
? 1:87.0363 2:8878.81 3:5943.51 #826
? 1:83.0377 2:147479 3:16760.7 #827
? 1:82.2448 2:228399 3:5428.93 #828
? 1:84.4743 2:5523.99 3:27074.4 #829
? 1:82.9198 2:2241.82 3:28972.5 #830
? 1:81.5713 2:1428.35 3:17874.2 #831
? 1:80.966 2:853.136 3:295772 #832
? 1:81.2622 2:1464.85 3:13688000 #833
? 1:83.1246 2:308.73 3:653174 #834
? 1:84.76 2:208.156 3:172577 #835
? 1:84.1296 2:223.989 3:684712 #836
? 1:84.5681 2:898.66 3:223885 #837
? 1:85.3322 2:11059.1 3:443753 #838
? 1:84.4233 2:18137.5 3:262312 #839
? 1:85.5027 2:7811.87 3:22516.6 #840
? 1:84.3428 2:2148.88 3:26045.7 #841
? 1:84.5993 2:2057.81 3:17318.1 #842
? 1:84.8365 2:3440.44 3:36681.6 #843
? 1:80.422 2:2483.62 3:449949 #844
? 1:80.7956 2:610.272 3:81376.7 #845
? 1:80.0035 2:309.47 3:294575 #846
? 1:78.3775 2:652.287 3:132555000 #847
? 1:77.0855 2:1527.91 3:132003000 #848
? 1:77.0161 2:1464.21 3:437098 #849
? 1:76.9033 2:1217.13 3:130713000 #850
? 1:75.7034 2:2380.05 3:637139 #851
? 1:75.898 2:2460.66 3:12955000 #852
? 1:75.7068 2:26497.1 3:128231000 #853
? 1:76.1846 2:139038000 3:124745000 #854
? 1:77.2522 2:3902.99 3:124191000 #855
? 1:76.5224 2:1295.29 3:12218000 #856
? 1:76.7914 2:2568.1 3:123617000 #857
? 1:75.7302 2:14962.6 3:126609000 #858
? 1:74.5964 2:4848.61 3:120192000 #859
? 1:78.8068 2:2163.27 3:127467000 #860
? 1:80.3562 2:17982.3 3:132074000 #861
? 1:81.6919 2:85445.1 3:137211000 #862
? 1:81.4266 2:132309000 3:131934000 #863
? 1:80.5926 2:121069000 3:127132000 #864
? 1:81.4229 2:13463000 3:41543 #865
? 1:80.7089 2:13396.1 3:41085.4 #866
? 1:81.374 2:12782.4 3:111514 #867
? 1:78.1071 2:10651 3:111944 #868
? 1:79.0831 2:9964.48 3:24059.1 #869
? 1:82.1003 2:8218.15 3:2317.59 #870
? 1:82.7236 2:6650.96 3:1011.34 #871
? 1:83.5254 2:6752.23 3:1399.76 #872
? 1:82.8209 2:15960.9 3:1469.75 #873
? 1:82.3036 2:9884.47 3:399.645 #874
? 1:83.6879 2:12253 3:137.355 #875
? 1:82.1922 2:1340.36 3:88.4228 #876
? 1:80.2312 2:1268.57 3:81.6241 #877
? 1:81.9769 2:1972.68 3:78.9296 #878
? 1:80.1737 2:1719.67 3:75.4073 #879
? 1:78.8898 2:1412.71 3:72.6419 #880
? 1:78.9958 2:1778.99 3:71.1562 #881
? 1:80.4258 2:3703.67 3:73.176 #882
? 1:79.478 2:138747000 3:112.09 #883
? 1:79.7095 2:432168 3:178.653 #884
? 1:80.6305 2:34824.1 3:1188.66 #885
? 1:79.8049 2:48556.9 3:2363.93 #886
? 1:78.6725 2:19802.9 3:4550.61 #887
? 1:77.356 2:94491.5 3:11745.8 #888
? 1:76.5842 2:41499.5 3:21866.6 #889
? 1:79.8512 2:34472.4 3:11785.9 #890
? 1:82.6824 2:6270.56 3:7524.34 #891
? 1:83.4777 2:47166.4 3:5820.52 #892
? 1:83.8432 2:91567.6 3:25917.2 #893
? 1:85.3512 2:4979.97 3:40892.6 #894
? 1:86.6493 2:1529.78 3:11851.7 #895
? 1:84.7988 2:606.264 3:285186 #896
? 1:83.9198 2:1386.6 3:93004.5 #897
? 1:83.76 2:4621.01 3:32762.6 #898
? 1:81.6978 2:1321.46 3:138008000 #899
? 1:80.8503 2:877.222 3:136432000 #900
? 1:80.5344 2:1876.54 3:145086000 #901
? 1:81.0937 2:2339.01 3:14455000 #902
? 1:80.3384 2:18067 3:143163000 #903
? 1:79.6091 2:4115.97 3:141808000 #904
? 1:80.131 2:1998.88 3:142794000 #905
? 1:78.6874 2:1677.33 3:143112000 #906
? 1:77.0916 2:34383.1 3:142282000 #907
? 1:76.6723 2:133628000 3:139711000 #908
? 1:75.2789 2:16642.3 3:129059000 #909
? 1:77.9515 2:135732000 3:3169.6 #910
? 1:79.106 2:53847.7 3:43265.3 #911
? 1:79.9196 2:33165.7 3:42262.8 #912
? 1:79.6091 2:709525 3:97504.1 #913
? 1:80.5203 2:82076.3 3:27511.2 #914
? 1:80.3518 2:1971.28 3:28371.3 #915
? 1:80.045 2:886.737 3:23335.6 #916
? 1:81.0092 2:4103.23 3:19785.8 #917
? 1:80.2958 2:16217.5 3:13850.6 #918
? 1:78.7485 2:34605.2 3:11644.3 #919
? 1:80.4453 2:7672.91 3:25190.9 #920
? 1:80.283 2:20733.4 3:14270.3 #921
? 1:81.8162 2:31785.4 3:14962.7 #922
? 1:82.7296 2:87906.7 3:8300.68 #923
? 1:82.2914 2:41767.7 3:3894.46 #924
? 1:84.4317 2:1325.43 3:3460.05 #925
? 1:84.6354 2:956.229 3:4679.04 #926
? 1:85.5501 2:5500.48 3:8290.95 #927
? 1:84.8124 2:365612 3:6869.08 #928
? 1:83.5571 2:46238.5 3:36826.3 #929
? 1:84.7647 2:13278.2 3:30635.7 #930
? 1:84.8745 2:3936.35 3:15887.8 #931
? 1:84.7855 2:3032.18 3:18954.2 #932
? 1:84.3567 2:6709.26 3:17499.7 #933
? 1:82.8127 2:233973 3:20753.2 #934
? 1:83.0739 2:2385.73 3:114679000 #935
? 1:82.0138 2:836.268 3:373888 #936
? 1:81.015 2:1981.04 3:117529000 #937
? 1:78.0914 2:10964.3 3:644866 #938
? 1:75.2614 2:444094 3:939651 #939
? 1:76.4813 2:16230.4 3:430757 #940
? 1:81.1123 2:58346.3 3:113189000 #941
? 1:81.3859 2:5754.38 3:134724000 #942
? 1:81.4063 2:9367.16 3:132645000 #943
? 1:80.7083 2:44709.4 3:128492000 #944
? 1:83.8246 2:1431.72 3:44263.6 #945
? 1:84.1148 2:599.745 3:27639.7 #946
? 1:85.911 2:1161.56 3:121278 #947
? 1:85.3363 2:9731.23 3:34390.1 #948
? 1:84.1018 2:79053.1 3:47337.9 #949
? 1:86.8009 2:49120.5 3:158771 #950
? 1:86.6919 2:285537 3:119769 #951
? 1:84.816 2:81002.1 3:104671 #952
? 1:84.7915 2:61207.6 3:184898 #953
? 1:86.074 2:143413 3:128923000 #954
? 1:84.7513 2:6526.39 3:140764000 #955
? 1:84.5353 2:1053.91 3:139007000 #956
? 1:84.2062 2:807.87 3:146235000 #957
? 1:82.5813 2:2275.67 3:14698000 #958
? 1:80.5033 2:9190.47 3:142198000 #959
? 1:83.9313 2:14932.4 3:14716000 #960
? 1:83.9387 2:50409.4 3:241448 #961
? 1:84.277 2:75256.5 3:65880.6 #962
? 1:83.6839 2:495441 3:73651.2 #963
? 1:82.5443 2:120923000 3:657783 #964
? 1:84.5059 2:24398.1 3:27403.7 #965
? 1:86.8958 2:2099.2 3:20465.2 #966
? 1:87.9481 2:1260.31 3:5509.56 #967
? 1:86.701 2:8130.93 3:5672.1 #968
? 1:82.0388 2:27732 3:7936.14 #969
? 1:83.4784 2:9209.12 3:3074.52 #970
? 1:84.3097 2:19090.8 3:3541.51 #971
? 1:86.2324 2:13516.1 3:2753.91 #972
? 1:86.3758 2:6372.99 3:3470.7 #973
? 1:84.6822 2:171617 3:22785.3 #974
? 1:87.009 2:11731.1 3:8450.49 #975
? 1:89.6902 2:1408.1 3:171272 #976
? 1:90.7859 2:1932.05 3:13295000 #977
? 1:89.7685 2:105302 3:285528 #978
? 1:88.333 2:13789000 3:256675 #979
? 1:89.8151 2:142393000 3:390767 #980
? 1:94.301 2:98401.6 3:177370 #981
? 1:102.854 2:186594 3:110241 #982
? 1:96.892 2:123528 3:81222.6 #983
? 1:92.5145 2:140009000 3:971508 #984
? 1:95.8611 2:46355.9 3:38273 #985
? 1:88.2183 2:3385.46 3:25042.1 #986
? 1:91.8843 2:10279 3:11404.2 #987
? 1:86.5486 2:69685.9 3:9157.62 #988
? 1:84.1426 2:145071 3:20268.5 #989
? 1:83.2609 2:435445 3:66134.7 #990
? 1:84.0417 2:45077.7 3:248555 #991
? 1:84.6569 2:45029 3:686903 #992
? 1:84.3365 2:21480.4 3:20289.1 #993
? 1:83.7772 2:80163.5 3:23859.1 #994
? 1:83.6022 2:47119.3 3:13375.3 #995
? 1:84.5482 2:5802.06 3:14010.9 #996
? 1:84.7153 2:2102.5 3:8647.21 #997
? 1:83.5763 2:11278.1 3:7692.21 #998
? 1:81.129 2:165985 3:25239.7 #999
? 1:81.1426 2:730667 3:22382.6 #1000
? 1:81.4748 2:6563.93 3:448807 #1001
? 1:82.9569 2:19422 3:133221000 #1002
? 1:84.1331 2:22675.2 3:131214000 #1003
? 1:84.0894 2:50200.5 3:116545000 #1004
? 1:86.6946 2:14198000 3:129689000 #1005
? 1:89.1148 2:14145000 3:125866000 #1006
? 1:89.29 2:480084 3:125485000 #1007
? 1:88.8694 2:709381 3:120984000 #1008
? 1:87.6913 2:679972 3:111595000 #1009
? 1:89.7349 2:284765 3:114225000 #1010
? 1:96.047 2:1432.51 3:466501 #1011
? 1:99.2574 2:4139.16 3:469416 #1012
? 1:89.4992 2:3935.03 3:271747 #1013
? 1:85.6909 2:4755.73 3:126446000 #1014
? 1:82.3878 2:51578.1 3:12655000 #1015
? 1:84.0472 2:2266.88 3:12676000 #1016
? 1:82.8358 2:1784.47 3:626520 #1017
? 1:78.279 2:2911.95 3:125864000 #1018
? 1:73.0377 2:159869 3:242620 #1019
? 1:73.1024 2:139258000 3:60552.2 #1020
? 1:71.82 2:52508.1 3:27355.5 #1021
? 1:73.9422 2:200831 3:303468 #1022
? 1:73.6718 2:32552.8 3:19391.4 #1023
? 1:72.318 2:116263 3:24571.7 #1024
? 1:70.5118 2:94565.2 3:11619.5 #1025
? 1:75.4772 2:22965.1 3:11088 #1026
? 1:75.879 2:3107.22 3:15018.1 #1027
? 1:77.3206 2:2544.99 3:45799.2 #1028
? 1:76.4383 2:15220.2 3:147645 #1029
? 1:77.4762 2:182975 3:116134 #1030
? 1:78.2564 2:2299.84 3:117663000 #1031
? 1:80.054 2:4594.06 3:330216 #1032
? 1:80.8388 2:1846.32 3:125845000 #1033
? 1:80.5248 2:2258.74 3:564623 #1034
? 1:81.5004 2:14878.8 3:119657 #1035
? 1:79.9712 2:1586.87 3:951920 #1036
? 1:81.6908 2:1241.36 3:25088.3 #1037
? 1:81.7745 2:6054.67 3:17638.2 #1038
? 1:83.8901 2:74577.6 3:85308.4 #1039
? 1:84.8367 2:74134.2 3:15413.3 #1040
? 1:83.9849 2:273776 3:29623 #1041
? 1:83.2776 2:78458 3:19431.1 #1042
? 1:81.1683 2:14228.1 3:27113.4 #1043
? 1:81.1111 2:38909.8 3:50676.7 #1044
? 1:85.0811 2:152321 3:69103.4 #1045
? 1:85.4861 2:160596 3:122856000 #1046
? 1:82.9553 2:23903.5 3:79448.7 #1047
? 1:81.6801 2:11965.8 3:40019.2 #1048
? 1:81.8657 2:100906 3:42061.6 #1049
? 1:81.6343 2:25347.8 3:6396.22 #1050
? 1:81.341 2:193875 3:83908.5 #1051
? 1:81.7781 2:99371.6 3:51956.5 #1052
? 1:82.3803 2:195449 3:27868 #1053
? 1:82.246 2:132554000 3:97117.9 #1054
? 1:81.7482 2:140397000 3:43199.5 #1055
? 1:82.2738 2:137533000 3:105011000 #1056
? 1:82.6234 2:138858000 3:112285000 #1057
? 1:81.9169 2:137558000 3:123074000 #1058
? 1:79.2275 2:132999000 3:66242.3 #1059
? 1:78.803 2:140157000 3:126819000 #1060
? 1:78.6472 2:138653000 3:122765000 #1061
? 1:80.1422 2:108358 3:142554 #1062
? 1:80.1344 2:28803 3:76200.6 #1063
? 1:78.3746 2:44965.6 3:44042.5 #1064
? 1:79.4965 2:20282.9 3:24026.8 #1065
? 1:79.7776 2:18463.9 3:50540.5 #1066
? 1:80.4819 2:26410.4 3:11329.9 #1067
? 1:80.017 2:4062.11 3:122930 #1068
? 1:78.8735 2:35400.9 3:114441000 #1069
? 1:79.472 2:621312 3:89797.3 #1070
? 1:76.089 2:112896000 3:119165000 #1071
? 1:76.1733 2:78721.8 3:127284000 #1072
? 1:77.2579 2:91449.9 3:128099000 #1073
? 1:76.5496 2:112701000 3:12254000 #1074
? 1:76.2373 2:124545000 3:130752000 #1075
? 1:80.8951 2:114074 3:129478000 #1076
? 1:82.2871 2:8831.67 3:13282000 #1077
? 1:82.6719 2:53814.3 3:133028000 #1078
? 1:82.232 2:126368000 3:118106000 #1079
? 1:83.8054 2:137069000 3:128005000 #1080
? 1:85.3859 2:134488000 3:119902000 #1081
? 1:86.8339 2:144951000 3:121306000 #1082
? 1:85.7493 2:685763 3:127962000 #1083
? 1:84.2938 2:131517000 3:13217000 #1084
? 1:84.5567 2:144187000 3:110530 #1085
? 1:84.3028 2:22108 3:128064000 #1086
? 1:81.3416 2:1952.78 3:136914000 #1087
? 1:81.5004 2:5171.53 3:134432000 #1088
? 1:84.3268 2:134814000 3:119026000 #1089
? 1:84.5375 2:143221000 3:256616 #1090
? 1:82.9707 2:22618.2 3:118664000 #1091
? 1:84.0215 2:144619000 3:36394.4 #1092
? 1:81.8598 2:142441000 3:18862.5 #1093
? 1:83.1716 2:134576000 3:972188 #1094
? 1:84.8359 2:143395000 3:17396.1 #1095
? 1:82.6687 2:139503000 3:32642.2 #1096
? 1:83.1008 2:13983000 3:13056.7 #1097
? 1:83.6354 2:63593.8 3:19612.5 #1098
? 1:81.3954 2:161111 3:227089 #1099
? 1:82.2845 2:44339.5 3:92508.7 #1100
? 1:82.6927 2:93026.2 3:34194.8 #1101
? 1:84.1776 2:47529.9 3:17048.7 #1102
? 1:83.2812 2:54189.3 3:5053.22 #1103
? 1:81.4322 2:136776000 3:11189.2 #1104
? 1:81.7103 2:359898 3:3666.66 #1105
? 1:83.3103 2:142801 3:4384.29 #1106
? 1:82.5603 2:18196 3:41074 #1107
? 1:82.1914 2:21869.9 3:154643 #1108
? 1:78.2682 2:282683 3:119940 #1109
? 1:77.7639 2:179197 3:105551 #1110
? 1:77.443 2:359736 3:999453 #1111
? 1:78.7405 2:139723000 3:73933.7 #1112
? 1:80.3086 2:19448.4 3:117259 #1113
? 1:79.2062 2:88784.8 3:341855 #1114
? 1:79.7939 2:119215 3:258655 #1115
? 1:82.8906 2:14305.6 3:40003.8 #1116
? 1:80.9637 2:2066.19 3:11768 #1117
? 1:82.028 2:2392.23 3:3317.33 #1118
? 1:80.8262 2:47586.8 3:4483.83 #1119
? 1:80.4181 2:143202000 3:4870.02 #1120
? 1:80.7001 2:9113.16 3:63866.8 #1121
? 1:82.0706 2:212084 3:192670 #1122
? 1:78.7145 2:12249.9 3:29802.3 #1123
? 1:79.5872 2:130450 3:13801000 #1124
? 1:79.8857 2:142937000 3:298089 #1125
? 1:76.0315 2:5300.13 3:141932000 #1126
? 1:76.7258 2:3998.44 3:143783000 #1127
? 1:78.5442 2:6077.16 3:748341 #1128
? 1:75.8258 2:140065000 3:459241 #1129
? 1:75.821 2:142741000 3:364840 #1130
? 1:75.721 2:139741000 3:90823.9 #1131
? 1:77.1475 2:293448 3:27249.2 #1132
? 1:78.2246 2:365440 3:12832.5 #1133
? 1:77.5325 2:95978.6 3:17586.8 #1134
? 1:76.4358 2:144596000 3:13310.7 #1135
? 1:78.6978 2:68125.8 3:17336.8 #1136
? 1:79.381 2:4767.54 3:17269.9 #1137
? 1:77.6955 2:5860.63 3:17054.4 #1138
? 1:76.0367 2:105415 3:13198.5 #1139
? 1:74.8585 2:49566.2 3:14935.8 #1140
? 1:74.4612 2:95157.3 3:10054.6 #1141
? 1:76.2858 2:23983.6 3:16510 #1142
? 1:77.2462 2:21984.5 3:121462000 #1143
? 1:77.1238 2:31970.5 3:79127.2 #1144
? 1:78.4003 2:143388 3:66110.1 #1145
? 1:80.5476 2:265544 3:150594 #1146
? 1:83.287 2:115514 3:30782.2 #1147
? 1:84.1697 2:349324 3:105089 #1148
? 1:82.1209 2:128178000 3:81869.1 #1149
? 1:81.6953 2:142699000 3:126021000 #1150
? 1:80.5193 2:131997000 3:328637 #1151
? 1:81.2825 2:143313000 3:127444000 #1152
