? 1:129.661 2:128.098 3:67.8203 #220 @ data/20140226_h_10fps.avi
? 1:135.326 2:123.072 3:64.7833 #221 @ data/20140226_h_10fps.avi
? 1:138.131 2:116.646 3:83.2494 #222 @ data/20140226_h_10fps.avi
? 1:146.311 2:116.443 3:82.1192 #223 @ data/20140226_h_10fps.avi
? 1:141.094 2:114.864 3:85.2056 #224 @ data/20140226_h_10fps.avi
? 1:137.423 2:116.892 3:82.904 #225 @ data/20140226_h_10fps.avi
? 1:134.878 2:121.076 3:79.1278 #226 @ data/20140226_h_10fps.avi
? 1:135.796 2:134.111 3:66.358 #227 @ data/20140226_h_10fps.avi
? 1:138.695 2:135.293 3:64.2512 #228 @ data/20140226_h_10fps.avi
? 1:135.349 2:134.363 3:66.6141 #229 @ data/20140226_h_10fps.avi
? 1:137.319 2:134.819 3:45.4874 #230 @ data/20140226_h_10fps.avi
? 1:138.9 2:131.383 3:71.0118 #231 @ data/20140226_h_10fps.avi
? 1:141.371 2:125.662 3:70.4129 #232 @ data/20140226_h_10fps.avi
? 1:145.231 2:124.619 3:73.826 #233 @ data/20140226_h_10fps.avi
? 1:142.558 2:115.501 3:69.5652 #234 @ data/20140226_h_10fps.avi
? 1:141.709 2:110.528 3:52.3735 #235 @ data/20140226_h_10fps.avi
? 1:143.752 2:114.03 3:54.9779 #236 @ data/20140226_h_10fps.avi
? 1:144.844 2:126.045 3:74.0342 #237 @ data/20140226_h_10fps.avi
? 1:154.081 2:131.711 3:48.6434 #238 @ data/20140226_h_10fps.avi
? 1:147.23 2:135.88 3:83.226 #239 @ data/20140226_h_10fps.avi
? 1:142.772 2:134.075 3:68.4646 #240 @ data/20140226_h_10fps.avi
? 1:145.538 2:125.936 3:73.2334 #241 @ data/20140226_h_10fps.avi
? 1:142.561 2:125.231 3:79.6218 #242 @ data/20140226_h_10fps.avi
? 1:152.972 2:127.416 3:75.9037 #243 @ data/20140226_h_10fps.avi
? 1:148.529 2:122.171 3:71.743 #244 @ data/20140226_h_10fps.avi
? 1:153.551 2:116.255 3:52.0187 #245 @ data/20140226_h_10fps.avi
? 1:156.521 2:118.505 3:53.5738 #246 @ data/20140226_h_10fps.avi
? 1:153.695 2:126.34 3:78.5587 #247 @ data/20140226_h_10fps.avi
? 1:153.344 2:127.761 3:84.304 #248 @ data/20140226_h_10fps.avi
? 1:149.112 2:131.523 3:78.649 #249 @ data/20140226_h_10fps.avi
? 1:152.198 2:128.025 3:80.6544 #250 @ data/20140226_h_10fps.avi
? 1:153.61 2:126.45 3:104.35 #251 @ data/20140226_h_10fps.avi
? 1:148.324 2:127.646 3:105.772 #252 @ data/20140226_h_10fps.avi
? 1:151.862 2:129.705 3:111.628 #253 @ data/20140226_h_10fps.avi
? 1:151.204 2:128.481 3:108.998 #254 @ data/20140226_h_10fps.avi
? 1:151.546 2:126.334 3:92.9216 #255 @ data/20140226_h_10fps.avi
? 1:154.291 2:124.12 3:60.2024 #256 @ data/20140226_h_10fps.avi
? 1:152.678 2:125.118 3:45.4706 #257 @ data/20140226_h_10fps.avi
? 1:154.884 2:128.407 3:18.4276 #258 @ data/20140226_h_10fps.avi
? 1:147.202 2:132.198 3:23.5477 #259 @ data/20140226_h_10fps.avi
? 1:140.984 2:129.545 3:101.478 #260 @ data/20140226_h_10fps.avi
? 1:147.755 2:126.76 3:135.835 #261 @ data/20140226_h_10fps.avi
? 1:145.882 2:127.612 3:137.977 #262 @ data/20140226_h_10fps.avi
? 1:148.554 2:129.128 3:131.315 #263 @ data/20140226_h_10fps.avi
? 1:147.404 2:127.426 3:109.039 #264 @ data/20140226_h_10fps.avi
? 1:146.557 2:124.867 3:107.323 #265 @ data/20140226_h_10fps.avi
? 1:150.04 2:125.595 3:109.415 #266 @ data/20140226_h_10fps.avi
? 1:146.662 2:127.792 3:133.963 #267 @ data/20140226_h_10fps.avi
? 1:143.23 2:125.548 3:109.52 #268 @ data/20140226_h_10fps.avi
? 1:141.609 2:129.887 3:84.1264 #269 @ data/20140226_h_10fps.avi
? 1:139.855 2:123.471 3:78.0958 #270 @ data/20140226_h_10fps.avi
? 1:145.617 2:118.184 3:77.9464 #271 @ data/20140226_h_10fps.avi
? 1:143.7 2:118.724 3:78.4381 #272 @ data/20140226_h_10fps.avi
? 1:142.932 2:120.16 3:75.1021 #273 @ data/20140226_h_10fps.avi
? 1:138.216 2:121.792 3:72.5635 #274 @ data/20140226_h_10fps.avi
? 1:135.311 2:124.588 3:53.3973 #275 @ data/20140226_h_10fps.avi
? 1:141.005 2:131.741 3:72.0395 #276 @ data/20140226_h_10fps.avi
? 1:139.138 2:135.361 3:50.4376 #277 @ data/20140226_h_10fps.avi
? 1:135.434 2:132.626 3:78.1836 #278 @ data/20140226_h_10fps.avi
? 1:137.043 2:134.42 3:106.041 #279 @ data/20140226_h_10fps.avi
? 1:135.161 2:125.166 3:79.5789 #280 @ data/20140226_h_10fps.avi
? 1:136.651 2:121.499 3:81.9898 #281 @ data/20140226_h_10fps.avi
? 1:139.241 2:123.824 3:102.846 #282 @ data/20140226_h_10fps.avi
? 1:136.87 2:127.341 3:75.8986 #283 @ data/20140226_h_10fps.avi
? 1:133.112 2:125.481 3:76.15 #284 @ data/20140226_h_10fps.avi
? 1:131.665 2:128.179 3:72.3127 #285 @ data/20140226_h_10fps.avi
? 1:134.733 2:136.423 3:74.7044 #286 @ data/20140226_h_10fps.avi
? 1:136.186 2:135.448 3:73.9321 #287 @ data/20140226_h_10fps.avi
? 1:133.194 2:130.68 3:80.5205 #288 @ data/20140226_h_10fps.avi
? 1:133.588 2:126.679 3:108.787 #289 @ data/20140226_h_10fps.avi
? 1:134.592 2:122.42 3:105.116 #290 @ data/20140226_h_10fps.avi
? 1:137.524 2:123.017 3:84.7789 #291 @ data/20140226_h_10fps.avi
? 1:136.287 2:132.207 3:100.185 #292 @ data/20140226_h_10fps.avi
? 1:137.229 2:132.195 3:71.0552 #293 @ data/20140226_h_10fps.avi
? 1:130.379 2:129.011 3:52.0691 #294 @ data/20140226_h_10fps.avi
? 1:126.905 2:132.107 3:52.1261 #295 @ data/20140226_h_10fps.avi
? 1:130.34 2:136.744 3:53.0592 #296 @ data/20140226_h_10fps.avi
? 1:130.054 2:140.831 3:53.3844 #297 @ data/20140226_h_10fps.avi
? 1:128.877 2:140.706 3:51.8246 #298 @ data/20140226_h_10fps.avi
? 1:128.729 2:132.838 3:50.9511 #299 @ data/20140226_h_10fps.avi
? 1:131.933 2:128.574 3:51.1172 #300 @ data/20140226_h_10fps.avi
? 1:136.683 2:128.433 3:51.3981 #301 @ data/20140226_h_10fps.avi
? 1:135.72 2:128.473 3:104.27 #302 @ data/20140226_h_10fps.avi
? 1:133.555 2:128.054 3:110.475 #303 @ data/20140226_h_10fps.avi
? 1:127.815 2:127.029 3:108.551 #304 @ data/20140226_h_10fps.avi
? 1:128.428 2:130.273 3:102.546 #305 @ data/20140226_h_10fps.avi
? 1:130.507 2:135.028 3:101.68 #306 @ data/20140226_h_10fps.avi
? 1:128.255 2:135.157 3:74.8211 #307 @ data/20140226_h_10fps.avi
? 1:127.63 2:137.847 3:65.6643 #308 @ data/20140226_h_10fps.avi
? 1:128.894 2:135.964 3:67.916 #309 @ data/20140226_h_10fps.avi
? 1:132.066 2:136.446 3:75.6088 #310 @ data/20140226_h_10fps.avi
? 1:137.722 2:139.487 3:101.238 #311 @ data/20140226_h_10fps.avi
? 1:136.581 2:137.904 3:49.0563 #312 @ data/20140226_h_10fps.avi
? 1:136.476 2:134.477 3:49.2827 #313 @ data/20140226_h_10fps.avi
? 1:131.243 2:134.639 3:48.7787 #314 @ data/20140226_h_10fps.avi
? 1:134.385 2:140.078 3:47.6169 #315 @ data/20140226_h_10fps.avi
? 1:135.508 2:141.337 3:49.801 #316 @ data/20140226_h_10fps.avi
? 1:132.214 2:138.894 3:51.1257 #317 @ data/20140226_h_10fps.avi
? 1:130.739 2:138.563 3:70.4904 #318 @ data/20140226_h_10fps.avi
? 1:131.672 2:136.73 3:99.6976 #319 @ data/20140226_h_10fps.avi
? 1:133.635 2:137.569 3:75.4001 #320 @ data/20140226_h_10fps.avi
? 1:138.046 2:140.955 3:48.8022 #321 @ data/20140226_h_10fps.avi
? 1:134.275 2:138.914 3:49.222 #322 @ data/20140226_h_10fps.avi
? 1:133.867 2:133.673 3:49.0536 #323 @ data/20140226_h_10fps.avi
? 1:130.073 2:134.217 3:48.9949 #324 @ data/20140226_h_10fps.avi
? 1:132.307 2:139.806 3:70.1939 #325 @ data/20140226_h_10fps.avi
? 1:132.703 2:141.045 3:80.2308 #326 @ data/20140226_h_10fps.avi
? 1:128.497 2:140.686 3:75.4472 #327 @ data/20140226_h_10fps.avi
? 1:127.258 2:143.329 3:46.2116 #328 @ data/20140226_h_10fps.avi
? 1:129.783 2:141.673 3:45.7617 #329 @ data/20140226_h_10fps.avi
? 1:133.161 2:143.735 3:46.9775 #330 @ data/20140226_h_10fps.avi
? 1:139.484 2:144.91 3:76.8564 #331 @ data/20140226_h_10fps.avi
? 1:133.556 2:139.828 3:74.4334 #332 @ data/20140226_h_10fps.avi
? 1:132.212 2:134.004 3:68.5726 #333 @ data/20140226_h_10fps.avi
? 1:130.579 2:135.46 3:65.3501 #334 @ data/20140226_h_10fps.avi
? 1:133.12 2:139.784 3:67.4001 #335 @ data/20140226_h_10fps.avi
? 1:133.199 2:138.501 3:66.7376 #336 @ data/20140226_h_10fps.avi
? 1:130.997 2:137.094 3:68.4035 #337 @ data/20140226_h_10fps.avi
? 1:129.727 2:136.381 3:47.853 #338 @ data/20140226_h_10fps.avi
? 1:130.84 2:134.926 3:47.3449 #339 @ data/20140226_h_10fps.avi
? 1:135.184 2:137.725 3:46.5801 #340 @ data/20140226_h_10fps.avi
? 1:139.103 2:141.52 3:72.3356 #341 @ data/20140226_h_10fps.avi
