-1 1:96 2:101 3:67 #0
-1 1:72 2:98 3:75 #0
-1 1:43 2:102 3:90 #0
-1 1:82 2:96 3:53 #0
-1 1:104 2:98 3:20 #0
-1 1:46 2:40 3:41 #0
-1 1:135 2:54 3:34 #0
-1 1:34 2:115 3:35 #0
-1 1:152 2:41 3:50 #0
-1 1:70 2:106 3:82 #0
-1 1:51 2:104 3:19 #0
-1 1:66 2:106 3:33 #0
-1 1:48 2:106 3:36 #0
-1 1:78 2:80 3:45 #0
-1 1:17 2:66 3:82 #0
-1 1:80 2:98 3:64 #0
-1 1:122 2:70 3:65 #0
-1 1:96 2:59 3:29 #0
-1 1:156 2:42 3:42 #0
1 1:74 2:78 3:102 #0
