? 1:110 2:137 3:122
? 1:114 2:134 3:125
? 1:112 2:126 3:120
? 1:115 2:122 3:114
? 1:114 2:125 3:121
? 1:112 2:131 3:125
? 1:108 2:133 3:132
? 1:84 2:130 3:130
? 1:66 2:127 3:125
? 1:69 2:129 3:119
? 1:88 2:132 3:112
? 1:99 2:130 3:114
? 1:100 2:126 3:114
? 1:102 2:121 3:113
? 1:100 2:121 3:118
? 1:98 2:124 3:124
? 1:96 2:125 3:128
? 1:81 2:125 3:127
? 1:62 2:121 3:123
? 1:62 2:122 3:121
? 1:80 2:123 3:123
? 1:88 2:122 3:126
? 1:87 2:117 3:126
? 1:89 2:112 3:121
? 1:88 2:112 3:122
? 1:88 2:117 3:124
? 1:87 2:121 3:126
? 1:71 2:123 3:123
? 1:54 2:121 3:122
? 1:61 2:122 3:123
? 1:79 2:120 3:126
? 1:85 2:117 3:122
? 1:84 2:113 3:118
? 1:85 2:109 3:114
? 1:87 2:107 3:118
? 1:87 2:104 3:113
? 1:82 2:103 3:110
? 1:68 2:101 3:111
? 1:56 2:97 3:110
? 1:57 2:99 3:109
? 1:75 2:98 3:115
? 1:84 2:100 3:116
? 1:85 2:101 3:108
? 1:86 2:100 3:103
? 1:87 2:100 3:104
? 1:91 2:101 3:102
? 1:96 2:104 3:98
? 1:92 2:106 3:98
? 1:74 2:102 3:108
? 1:81 2:104 3:124
? 1:103 2:102 3:139
? 1:108 2:106 3:140
? 1:106 2:109 3:136
? 1:105 2:111 3:134
? 1:102 2:114 3:139
? 1:102 2:120 3:143
? 1:102 2:126 3:144
? 1:83 2:124 3:139
? 1:66 2:122 3:136
? 1:67 2:128 3:136
? 1:83 2:136 3:140
? 1:97 2:140 3:143
? 1:94 2:140 3:139
? 1:91 2:138 3:127
? 1:89 2:140 3:130
? 1:88 2:147 3:139
? 1:85 2:150 3:139
? 1:69 2:147 3:136
? 1:52 2:141 3:132
? 1:54 2:147 3:133
? 1:69 2:151 3:135
? 1:77 2:152 3:135
? 1:79 2:149 3:133
? 1:81 2:144 3:126
? 1:81 2:146 3:129
? 1:83 2:151 3:135
? 1:82 2:154 3:134
? 1:70 2:156 3:128
? 1:56 2:150 3:124
? 1:58 2:150 3:116
? 1:68 2:151 3:109
? 1:78 2:148 3:104
? 1:81 2:140 3:99
? 1:85 2:131 3:91
? 1:89 2:134 3:89
? 1:89 2:137 3:92
? 1:87 2:136 3:91
? 1:67 2:136 3:87
? 1:51 2:133 3:83
? 1:57 2:137 3:81
? 1:72 2:141 3:82
? 1:75 2:141 3:84
? 1:75 2:139 3:83
? 1:78 2:134 3:81
? 1:78 2:140 3:83
? 1:77 2:143 3:82
? 1:75 2:145 3:83
? 1:59 2:144 3:84
? 1:52 2:140 3:86
? 1:54 2:145 3:90
? 1:60 2:148 3:96
? 1:69 2:147 3:100
? 1:70 2:143 3:101
? 1:72 2:135 3:103
? 1:71 2:138 3:114
? 1:69 2:141 3:119
? 1:66 2:139 3:119
? 1:54 2:135 3:113
? 1:48 2:129 3:110
? 1:56 2:133 3:108
? 1:64 2:135 3:108
? 1:62 2:135 3:108
? 1:62 2:133 3:106
? 1:65 2:127 3:108
? 1:67 2:130 3:110
? 1:69 2:134 3:109
? 1:69 2:132 3:107
? 1:67 2:129 3:103
? 1:67 2:126 3:97
? 1:66 2:131 3:92
? 1:63 2:133 3:95
? 1:61 2:134 3:97
? 1:63 2:131 3:94
? 1:67 2:126 3:91
? 1:67 2:131 3:103
? 1:68 2:133 3:117
? 1:66 2:133 3:123
? 1:56 2:133 3:126
? 1:50 2:129 3:128
? 1:54 2:133 3:127
? 1:60 2:136 3:123
? 1:63 2:137 3:116
? 1:67 2:133 3:105
? 1:72 2:129 3:102
? 1:71 2:133 3:108
? 1:69 2:136 3:115
? 1:67 2:137 3:115
? 1:55 2:134 3:116
? 1:52 2:130 3:116
? 1:60 2:133 3:116
? 1:69 2:134 3:115
? 1:73 2:133 3:116
? 1:76 2:128 3:113
? 1:78 2:123 3:106
? 1:75 2:126 3:106
? 1:71 2:129 3:107
? 1:66 2:128 3:101
? 1:55 2:125 3:96
? 1:52 2:122 3:95
? 1:57 2:129 3:95
? 1:63 2:132 3:98
? 1:72 2:131 3:96
? 1:77 2:124 3:87
? 1:83 2:117 3:80
? 1:84 2:124 3:88
? 1:84 2:128 3:95
? 1:78 2:130 3:97
? 1:66 2:130 3:104
? 1:61 2:128 3:109
? 1:64 2:133 3:115
? 1:72 2:135 3:120
? 1:79 2:134 3:117
? 1:80 2:125 3:109
? 1:83 2:120 3:101
? 1:80 2:127 3:108
? 1:78 2:130 3:111
? 1:70 2:132 3:113
? 1:56 2:132 3:112
? 1:51 2:131 3:112
? 1:57 2:136 3:112
? 1:68 2:137 3:111
? 1:74 2:137 3:106
? 1:78 2:133 3:97
? 1:82 2:127 3:91
? 1:84 2:132 3:95
? 1:82 2:135 3:97
? 1:77 2:136 3:98
? 1:63 2:135 3:98
? 1:57 2:131 3:97
? 1:61 2:135 3:99
? 1:69 2:138 3:105
? 1:73 2:139 3:112
? 1:75 2:138 3:117
? 1:76 2:132 3:115
? 1:75 2:136 3:120
? 1:73 2:139 3:127
? 1:69 2:138 3:121
? 1:57 2:135 3:117
? 1:50 2:129 3:114
? 1:54 2:132 3:115
? 1:60 2:135 3:115
? 1:65 2:135 3:114
? 1:66 2:132 3:108
? 1:68 2:125 3:102
? 1:68 2:128 3:110
? 1:67 2:131 3:119
? 1:65 2:130 3:121
? 1:58 2:128 3:125
? 1:53 2:122 3:128
? 1:58 2:123 3:132
? 1:65 2:124 3:134
? 1:69 2:122 3:131
? 1:73 2:115 3:124
? 1:77 2:105 3:108
? 1:80 2:106 3:115
? 1:82 2:107 3:119
? 1:82 2:112 3:122
? 1:71 2:118 3:123
? 1:62 2:120 3:122
? 1:68 2:132 3:124
? 1:78 2:139 3:125
? 1:83 2:137 3:120
? 1:86 2:131 3:111
? 1:90 2:123 3:101
? 1:91 2:126 3:108
? 1:89 2:130 3:110
? 1:86 2:129 3:108
? 1:71 2:129 3:110
? 1:60 2:124 3:112
? 1:65 2:128 3:110
? 1:77 2:129 3:111
? 1:85 2:130 3:109
? 1:88 2:125 3:105
? 1:91 2:119 3:96
? 1:89 2:125 3:102
? 1:86 2:129 3:107
? 1:80 2:130 3:106
? 1:60 2:131 3:106
? 1:48 2:126 3:106
? 1:53 2:130 3:105
? 1:64 2:133 3:106
? 1:71 2:133 3:107
? 1:74 2:129 3:110
? 1:78 2:124 3:110
? 1:77 2:128 3:120
? 1:75 2:131 3:122
? 1:72 2:133 3:121
? 1:57 2:132 3:120
? 1:48 2:129 3:128
? 1:55 2:134 3:131
? 1:67 2:134 3:135
? 1:72 2:132 3:137
? 1:73 2:126 3:128
? 1:76 2:119 3:115
? 1:73 2:125 3:116
? 1:72 2:129 3:119
? 1:68 2:130 3:111
? 1:57 2:128 3:102
? 1:49 2:124 3:98
? 1:55 2:130 3:104
? 1:65 2:133 3:108
? 1:67 2:133 3:109
? 1:71 2:128 3:102
? 1:74 2:122 3:98
? 1:74 2:126 3:104
? 1:71 2:130 3:118
? 1:67 2:131 3:120
? 1:55 2:133 3:122
? 1:49 2:128 3:122
? 1:50 2:131 3:122
? 1:59 2:133 3:123
? 1:69 2:134 3:122
? 1:73 2:131 3:114
? 1:76 2:125 3:101
? 1:78 2:125 3:98
? 1:75 2:130 3:112
? 1:73 2:133 3:112
? 1:62 2:133 3:112
? 1:51 2:129 3:111
? 1:50 2:128 3:112
? 1:60 2:134 3:112
? 1:72 2:135 3:110
? 1:74 2:134 3:107
? 1:78 2:128 3:98
? 1:81 2:125 3:98
? 1:80 2:129 3:106
? 1:78 2:130 3:113
? 1:73 2:130 3:119
? 1:59 2:127 3:120
? 1:54 2:125 3:120
? 1:58 2:126 3:117
? 1:65 2:127 3:112
? 1:74 2:124 3:107
? 1:76 2:116 3:96
? 1:78 2:109 3:96
? 1:79 2:113 3:112
? 1:80 2:111 3:119
? 1:76 2:108 3:123
? 1:63 2:101 3:123
? 1:59 2:98 3:122
? 1:67 2:100 3:127
? 1:74 2:107 3:135
? 1:86 2:114 3:140
? 1:90 2:119 3:132
? 1:93 2:125 3:127
? 1:92 2:138 3:136
? 1:88 2:138 3:140
? 1:82 2:137 3:139
? 1:63 2:131 3:133
? 1:59 2:125 3:129
? 1:70 2:131 3:130
? 1:80 2:132 3:130
? 1:83 2:132 3:131
? 1:87 2:128 3:122
? 1:89 2:123 3:110
? 1:88 2:130 3:119
? 1:86 2:133 3:124
? 1:82 2:134 3:124
? 1:66 2:131 3:120
? 1:57 2:127 3:117
? 1:67 2:133 3:117
? 1:78 2:135 3:119
? 1:84 2:135 3:120
? 1:88 2:130 3:111
? 1:90 2:124 3:97
? 1:89 2:131 3:101
? 1:86 2:134 3:102
? 1:81 2:136 3:104
? 1:62 2:135 3:102
? 1:56 2:130 3:100
? 1:68 2:136 3:99
? 1:83 2:137 3:98
? 1:86 2:135 3:96
? 1:90 2:129 3:89
? 1:92 2:123 3:87
? 1:91 2:129 3:104
? 1:89 2:130 3:112
? 1:86 2:132 3:118
? 1:68 2:129 3:120
? 1:61 2:125 3:120
? 1:69 2:129 3:115
? 1:82 2:129 3:114
? 1:84 2:126 3:114
? 1:87 2:121 3:109
